fraction,mode,n_samples,mean_score_drop,flip_rate,base_accuracy,dataset,model
0.2,top,50,9.035387741984056,0.78,0.7560627674750356,ElectricDevices,MrSQM
0.05,bottom,50,0.3046343537288649,0.04,0.586,EthanolLevel,MrSQM
0.05,random,50,0.5768727220098929,0.1333333333333333,0.586,EthanolLevel,MrSQM
0.05,top,50,1.0510483518204112,0.24,0.586,EthanolLevel,MrSQM
0.1,bottom,50,0.2930013911320891,0.04,0.586,EthanolLevel,MrSQM
0.1,random,50,0.6435518513531209,0.2133333333333333,0.586,EthanolLevel,MrSQM
0.1,top,50,1.613215557200194,0.42,0.586,EthanolLevel,MrSQM
0.2,bottom,50,0.3122692669057688,0.1,0.586,EthanolLevel,MrSQM
0.2,random,50,0.8943015094073692,0.2333333333333333,0.586,EthanolLevel,MrSQM
0.2,top,50,2.008920385245548,0.5,0.586,EthanolLevel,MrSQM
0.05,bottom,50,0.5467246699854854,0.0,0.8071005917159764,FaceAll,MrSQM
0.05,random,50,2.4056088707462187,0.0066666666666666,0.8071005917159764,FaceAll,MrSQM
0.05,top,50,4.732445254620289,0.0,0.8071005917159764,FaceAll,MrSQM
0.1,bottom,50,1.029221107206325,0.0,0.8071005917159764,FaceAll,MrSQM
0.1,random,50,3.543829530112337,0.0,0.8071005917159764,FaceAll,MrSQM
0.1,top,50,6.932981491115617,0.1,0.8071005917159764,FaceAll,MrSQM
0.2,bottom,50,2.030390693035653,0.0,0.8071005917159764,FaceAll,MrSQM
0.2,random,50,5.317007616654268,0.1066666666666666,0.8071005917159764,FaceAll,MrSQM
0.2,top,50,8.975445426813758,0.42,0.8071005917159764,FaceAll,MrSQM
0.05,bottom,50,0.1782934133849738,0.0,1.0,FaceFour,MrSQM
0.05,random,50,0.655995274351032,0.0,1.0,FaceFour,MrSQM
0.05,top,50,0.7684552121125963,0.0,1.0,FaceFour,MrSQM
0.1,bottom,50,0.4683771042556653,0.0,1.0,FaceFour,MrSQM
0.1,random,50,0.9245941441765732,0.0133333333333333,1.0,FaceFour,MrSQM
0.1,top,50,1.221517422676352,0.02,1.0,FaceFour,MrSQM
0.2,bottom,50,0.9640994108221576,0.0,1.0,FaceFour,MrSQM
0.2,random,50,1.532155991499022,0.0733333333333333,1.0,FaceFour,MrSQM
0.2,top,50,1.804524352997097,0.1,1.0,FaceFour,MrSQM
0.05,bottom,50,0.5526841447530828,0.0,0.946341463414634,FacesUCR,MrSQM
0.05,random,50,0.8274163995517989,0.0199999999999999,0.946341463414634,FacesUCR,MrSQM
0.05,top,50,1.0386648004145127,0.02,0.946341463414634,FacesUCR,MrSQM
0.1,bottom,50,1.0307172586206723,0.02,0.946341463414634,FacesUCR,MrSQM
0.1,random,50,1.5470078095447668,0.0533333333333333,0.946341463414634,FacesUCR,MrSQM
0.1,top,50,1.9867128605959008,0.1,0.946341463414634,FacesUCR,MrSQM
0.2,bottom,50,1.798041568582292,0.02,0.946341463414634,FacesUCR,MrSQM
0.2,random,50,2.5870959677223686,0.1333333333333333,0.946341463414634,FacesUCR,MrSQM
0.2,top,50,2.862567109411844,0.18,0.946341463414634,FacesUCR,MrSQM
0.05,bottom,50,0.4838906064055069,0.02,0.7274725274725274,FiftyWords,MrSQM
0.05,random,50,0.8332217830378942,0.1066666666666666,0.7274725274725274,FiftyWords,MrSQM
0.05,top,50,1.1528747997485624,0.06,0.7274725274725274,FiftyWords,MrSQM
0.1,bottom,50,0.7843526609026202,0.06,0.7274725274725274,FiftyWords,MrSQM
0.1,random,50,1.3934204824261638,0.14,0.7274725274725274,FiftyWords,MrSQM
0.1,top,50,1.5704681901610242,0.14,0.7274725274725274,FiftyWords,MrSQM
0.2,bottom,50,1.6281270612411831,0.18,0.7274725274725274,FiftyWords,MrSQM
0.2,random,50,1.9949660971340968,0.1733333333333333,0.7274725274725274,FiftyWords,MrSQM
0.2,top,50,2.4033464974318552,0.14,0.7274725274725274,FiftyWords,MrSQM
0.05,bottom,50,0.4221392163814446,0.02,0.9714285714285714,Fish,MrSQM
0.05,random,50,1.941142318605793,0.0933333333333333,0.9714285714285714,Fish,MrSQM
0.05,top,50,2.745331658707215,0.1,0.9714285714285714,Fish,MrSQM
0.1,bottom,50,0.4717182410929357,0.04,0.9714285714285714,Fish,MrSQM
0.1,random,50,2.2081868661726727,0.1066666666666666,0.9714285714285714,Fish,MrSQM
0.1,top,50,3.454070229145165,0.2,0.9714285714285714,Fish,MrSQM
0.2,bottom,50,1.1797357214720523,0.04,0.9714285714285714,Fish,MrSQM
0.2,random,50,3.4009564002483086,0.2066666666666666,0.9714285714285714,Fish,MrSQM
0.2,top,50,4.103908953973517,0.3,0.9714285714285714,Fish,MrSQM
0.05,bottom,50,0.1649994080524028,0.0,0.9484848484848484,FordA,MrSQM
0.05,random,50,0.4192855365168944,0.0066666666666666,0.9484848484848484,FordA,MrSQM
0.05,top,50,0.9248814565365476,0.0,0.9484848484848484,FordA,MrSQM
0.1,bottom,50,0.1312438637481511,0.0,0.9484848484848484,FordA,MrSQM
0.1,random,50,0.4997946803496731,0.0,0.9484848484848484,FordA,MrSQM
0.1,top,50,1.3345669338450024,0.02,0.9484848484848484,FordA,MrSQM
0.2,bottom,50,0.117626671017135,0.0,0.9484848484848484,FordA,MrSQM
0.2,random,50,0.955537706870642,0.0533333333333333,0.9484848484848484,FordA,MrSQM
0.2,top,50,1.6484542173785195,0.06,0.9484848484848484,FordA,MrSQM
0.05,bottom,50,-0.2965665779742601,0.04,0.8320987654320988,FordB,MrSQM
0.05,random,50,0.1383908296451209,0.0866666666666666,0.8320987654320988,FordB,MrSQM
0.05,top,50,0.5077910272704846,0.1,0.8320987654320988,FordB,MrSQM
0.1,bottom,50,-0.0779803232408446,0.04,0.8320987654320988,FordB,MrSQM
0.1,random,50,0.2976704823761806,0.0666666666666666,0.8320987654320988,FordB,MrSQM
0.1,top,50,1.0202056225791378,0.14,0.8320987654320988,FordB,MrSQM
0.2,bottom,50,-0.1943223137110671,0.08,0.8320987654320988,FordB,MrSQM
0.2,random,50,0.4551205582170829,0.1333333333333333,0.8320987654320988,FordB,MrSQM
0.2,top,50,0.7762456957354277,0.08,0.8320987654320988,FordB,MrSQM
0.05,bottom,50,0.4615793504439212,0.0,0.9936842105263158,FreezerRegularTrain,MrSQM
0.05,random,50,1.13421484231636,0.02,0.9936842105263158,FreezerRegularTrain,MrSQM
0.05,top,50,3.690328980080261,0.52,0.9936842105263158,FreezerRegularTrain,MrSQM
0.1,bottom,50,0.7071498473285912,0.0,0.9936842105263158,FreezerRegularTrain,MrSQM
0.1,random,50,1.3419971228963037,0.0666666666666666,0.9936842105263158,FreezerRegularTrain,MrSQM
0.1,top,50,3.8681286123571015,0.7,0.9936842105263158,FreezerRegularTrain,MrSQM
0.2,bottom,50,1.100850176712039,0.0,0.9936842105263158,FreezerRegularTrain,MrSQM
0.2,random,50,1.5935232893301736,0.1066666666666666,0.9936842105263158,FreezerRegularTrain,MrSQM
0.2,top,50,3.653503938812293,0.48,0.9936842105263158,FreezerRegularTrain,MrSQM
0.05,bottom,50,0.3681761120070609,0.0,0.9480701754385964,FreezerSmallTrain,MrSQM
0.05,random,50,0.5121560971364671,0.0066666666666666,0.9480701754385964,FreezerSmallTrain,MrSQM
0.05,top,50,1.2609497501288702,0.12,0.9480701754385964,FreezerSmallTrain,MrSQM
0.1,bottom,50,0.4664505653534454,0.0,0.9480701754385964,FreezerSmallTrain,MrSQM
0.1,random,50,0.6656353916409162,0.02,0.9480701754385964,FreezerSmallTrain,MrSQM
0.1,top,50,1.397778700876442,0.2,0.9480701754385964,FreezerSmallTrain,MrSQM
0.2,bottom,50,0.8650061801723216,0.02,0.9480701754385964,FreezerSmallTrain,MrSQM
0.2,random,50,0.860375756022098,0.0533333333333333,0.9480701754385964,FreezerSmallTrain,MrSQM
0.2,top,50,1.1038548357183755,0.14,0.9480701754385964,FreezerSmallTrain,MrSQM
0.05,bottom,50,0.2959636694186702,0.06,0.9946236559139784,Fungi,MrSQM
0.05,random,50,0.4950578011890375,0.0666666666666666,0.9946236559139784,Fungi,MrSQM
0.05,top,50,0.5097933780606152,0.0,0.9946236559139784,Fungi,MrSQM
0.1,bottom,50,0.573852450590939,0.1,0.9946236559139784,Fungi,MrSQM
0.1,random,50,0.7281885750070611,0.1333333333333333,0.9946236559139784,Fungi,MrSQM
0.1,top,50,0.7172314806070613,0.02,0.9946236559139784,Fungi,MrSQM
0.2,bottom,50,1.1334287064628077,0.32,0.9946236559139784,Fungi,MrSQM
0.2,random,50,1.002267603672469,0.2,0.9946236559139784,Fungi,MrSQM
0.2,top,50,1.2525559280987688,0.16,0.9946236559139784,Fungi,MrSQM
0.05,bottom,50,0.4529178160365237,0.1,0.7153846153846154,GestureMidAirD1,MrSQM
0.05,random,50,0.6019351828323903,0.1133333333333333,0.7153846153846154,GestureMidAirD1,MrSQM
0.05,top,50,1.5047833437092593,0.28,0.7153846153846154,GestureMidAirD1,MrSQM
0.1,bottom,50,0.6205105547312086,0.08,0.7153846153846154,GestureMidAirD1,MrSQM
0.1,random,50,0.8019347905010169,0.1533333333333333,0.7153846153846154,GestureMidAirD1,MrSQM
0.1,top,50,2.0051171395594265,0.4,0.7153846153846154,GestureMidAirD1,MrSQM
0.2,bottom,50,1.0642656967898427,0.12,0.7153846153846154,GestureMidAirD1,MrSQM
0.2,random,50,1.6342784412945632,0.3133333333333333,0.7153846153846154,GestureMidAirD1,MrSQM
0.2,top,50,2.751111989982,0.58,0.7153846153846154,GestureMidAirD1,MrSQM
0.05,bottom,50,0.5462448880204595,0.1,0.6538461538461539,GestureMidAirD2,MrSQM
0.05,random,50,0.7860408515416465,0.2466666666666666,0.6538461538461539,GestureMidAirD2,MrSQM
