fraction,mode,n_samples,mean_score_drop,flip_rate,base_accuracy,dataset,model
0.05,random,50,0.2016165568717092,0.3466666666666666,0.9333333333333332,Car,HYDRA
0.05,top,50,0.0933286424119803,0.18,0.9333333333333332,Car,HYDRA
0.1,bottom,50,0.2864742689937831,0.42,0.9333333333333332,Car,HYDRA
0.1,random,50,0.3185566646809418,0.44,0.9333333333333332,Car,HYDRA
0.1,top,50,0.2799164044525787,0.54,0.9333333333333332,Car,HYDRA
0.2,bottom,50,0.3423100377749128,0.44,0.9333333333333332,Car,HYDRA
0.2,random,50,0.4224868554247619,0.5266666666666666,0.9333333333333332,Car,HYDRA
0.2,top,50,0.5102763728251408,0.66,0.9333333333333332,Car,HYDRA
0.05,bottom,28,0.0434950967051713,0.0,1.0,Coffee,HYDRA
0.05,random,28,0.1367350618387614,0.0595238095238095,1.0,Coffee,HYDRA
0.05,top,28,0.2154418615492675,0.0714285714285714,1.0,Coffee,HYDRA
0.1,bottom,28,0.0566648116788036,0.0357142857142857,1.0,Coffee,HYDRA
0.1,random,28,0.2110039925046172,0.0833333333333333,1.0,Coffee,HYDRA
0.1,top,28,0.4044239169874171,0.3214285714285714,1.0,Coffee,HYDRA
0.2,bottom,28,0.1183171959930683,0.0357142857142857,1.0,Coffee,HYDRA
0.2,random,28,0.3354493856304495,0.2142857142857142,1.0,Coffee,HYDRA
0.2,top,28,0.4260022208126192,0.2142857142857142,1.0,Coffee,HYDRA
0.05,bottom,50,0.2442017602716395,0.1,0.9509803921568628,DiatomSizeReduction,HYDRA
0.05,random,50,0.215777352154704,0.0666666666666666,0.9509803921568628,DiatomSizeReduction,HYDRA
0.05,top,50,0.2168731114964209,0.0,0.9509803921568628,DiatomSizeReduction,HYDRA
0.1,bottom,50,0.3517280382526014,0.06,0.9509803921568628,DiatomSizeReduction,HYDRA
0.1,random,50,0.3131097509277327,0.08,0.9509803921568628,DiatomSizeReduction,HYDRA
0.1,top,50,0.3084056641073371,0.04,0.9509803921568628,DiatomSizeReduction,HYDRA
0.2,bottom,50,0.7804902721902605,0.36,0.9509803921568628,DiatomSizeReduction,HYDRA
0.2,random,50,0.4852029243024801,0.28,0.9509803921568628,DiatomSizeReduction,HYDRA
0.2,top,50,0.5328288379107505,0.26,0.9509803921568628,DiatomSizeReduction,HYDRA
0.05,bottom,50,-0.5033443569231872,0.4,0.566,EthanolLevel,HYDRA
0.05,random,50,-0.3278744270981445,0.4466666666666666,0.566,EthanolLevel,HYDRA
0.05,top,50,-0.1945945662346289,0.3,0.566,EthanolLevel,HYDRA
0.1,bottom,50,-0.6341946892762068,0.36,0.566,EthanolLevel,HYDRA
0.1,random,50,-0.467767409763608,0.3866666666666666,0.566,EthanolLevel,HYDRA
0.1,top,50,-0.292993599470387,0.44,0.566,EthanolLevel,HYDRA
0.2,bottom,50,-0.4364369840369119,0.44,0.566,EthanolLevel,HYDRA
0.2,random,50,-0.7785122520608655,0.4066666666666666,0.566,EthanolLevel,HYDRA
0.2,top,50,-0.565955149003293,0.66,0.566,EthanolLevel,HYDRA
0.05,bottom,50,0.1747304785130649,0.08,0.9885714285714284,Fish,HYDRA
0.05,random,50,0.2885766959466528,0.2266666666666666,0.9885714285714284,Fish,HYDRA
0.05,top,50,0.3940935595233902,0.2,0.9885714285714284,Fish,HYDRA
0.1,bottom,50,0.2433142493241688,0.14,0.9885714285714284,Fish,HYDRA
0.1,random,50,0.3814543946497302,0.2333333333333333,0.9885714285714284,Fish,HYDRA
0.1,top,50,0.4362458815475086,0.26,0.9885714285714284,Fish,HYDRA
0.2,bottom,50,0.4560244197921843,0.42,0.9885714285714284,Fish,HYDRA
0.2,random,50,0.5376666179075363,0.4,0.9885714285714284,Fish,HYDRA
0.2,top,50,0.8049332473829923,0.54,0.9885714285714284,Fish,HYDRA
0.05,bottom,50,-0.2820400547843686,0.0,0.9975438596491228,FreezerRegularTrain,HYDRA
0.05,random,50,-0.2619276165963638,0.0866666666666666,0.9975438596491228,FreezerRegularTrain,HYDRA
0.05,top,50,1.7685234980495554,1.0,0.9975438596491228,FreezerRegularTrain,HYDRA
0.1,bottom,50,-0.1455006652761692,0.0,0.9975438596491228,FreezerRegularTrain,HYDRA
0.1,random,50,0.0222683525849966,0.14,0.9975438596491228,FreezerRegularTrain,HYDRA
0.1,top,50,2.400583212958173,1.0,0.9975438596491228,FreezerRegularTrain,HYDRA
0.2,bottom,50,0.1419997015927525,0.04,0.9975438596491228,FreezerRegularTrain,HYDRA
0.2,random,50,0.545547546229805,0.2733333333333333,0.9975438596491228,FreezerRegularTrain,HYDRA
0.2,top,50,2.448169033165596,1.0,0.9975438596491228,FreezerRegularTrain,HYDRA
0.05,bottom,50,-0.3673695522143791,0.0,0.9147368421052632,FreezerSmallTrain,HYDRA
0.05,random,50,-0.5842888858459979,0.0066666666666666,0.9147368421052632,FreezerSmallTrain,HYDRA
0.05,top,50,0.9388209579836408,0.68,0.9147368421052632,FreezerSmallTrain,HYDRA
0.1,bottom,50,-0.1899030318332492,0.0,0.9147368421052632,FreezerSmallTrain,HYDRA
0.1,random,50,-0.2389396791517548,0.1266666666666666,0.9147368421052632,FreezerSmallTrain,HYDRA
0.1,top,50,1.1225170213603948,0.9,0.9147368421052632,FreezerSmallTrain,HYDRA
0.2,bottom,50,0.2385580813866036,0.2,0.9147368421052632,FreezerSmallTrain,HYDRA
0.2,random,50,0.2239466568081297,0.2866666666666666,0.9147368421052632,FreezerSmallTrain,HYDRA
0.2,top,50,1.877754036525028,1.0,0.9147368421052632,FreezerSmallTrain,HYDRA
0.05,bottom,50,0.0699551148827497,0.0,1.0,GunPoint,HYDRA
0.05,random,50,0.1353989172030986,0.0133333333333333,1.0,GunPoint,HYDRA
0.05,top,50,0.1477296002927537,0.0,1.0,GunPoint,HYDRA
0.1,bottom,50,0.133474199901867,0.0,1.0,GunPoint,HYDRA
0.1,random,50,0.2267612996116323,0.02,1.0,GunPoint,HYDRA
0.1,top,50,0.2707764107998085,0.0,1.0,GunPoint,HYDRA
0.2,bottom,50,0.344115568807372,0.16,1.0,GunPoint,HYDRA
0.2,random,50,0.3815081715472537,0.12,1.0,GunPoint,HYDRA
0.2,top,50,0.4346884689423788,0.26,1.0,GunPoint,HYDRA
0.05,bottom,50,-0.2878178132760401,0.0,1.0,GunPointAgeSpan,HYDRA
0.05,random,50,-0.2506845279809532,0.0,1.0,GunPointAgeSpan,HYDRA
0.05,top,50,-0.0125103181641304,0.02,1.0,GunPointAgeSpan,HYDRA
0.1,bottom,50,-0.0283374609617318,0.02,1.0,GunPointAgeSpan,HYDRA
0.1,random,50,-0.0114969541727788,0.0133333333333333,1.0,GunPointAgeSpan,HYDRA
0.1,top,50,0.1948833135098055,0.02,1.0,GunPointAgeSpan,HYDRA
0.2,bottom,50,0.3592531233673036,0.04,1.0,GunPointAgeSpan,HYDRA
0.2,random,50,0.3126047104119691,0.0533333333333333,1.0,GunPointAgeSpan,HYDRA
0.2,top,50,0.5410527134235676,0.14,1.0,GunPointAgeSpan,HYDRA
0.05,bottom,50,0.0331550428623632,0.0,1.0,GunPointMaleVersusFemale,HYDRA
0.05,random,50,0.0150670007380862,0.0,1.0,GunPointMaleVersusFemale,HYDRA
0.05,top,50,-0.1066029820925649,0.0,1.0,GunPointMaleVersusFemale,HYDRA
0.1,bottom,50,0.0116037919674559,0.0,1.0,GunPointMaleVersusFemale,HYDRA
0.1,random,50,0.071376962019422,0.0066666666666666,1.0,GunPointMaleVersusFemale,HYDRA
0.1,top,50,-0.0216618650937603,0.0,1.0,GunPointMaleVersusFemale,HYDRA
0.2,bottom,50,0.1051392640611959,0.0,1.0,GunPointMaleVersusFemale,HYDRA
0.2,random,50,0.226296764737566,0.0133333333333333,1.0,GunPointMaleVersusFemale,HYDRA
0.2,top,50,0.0951202990160074,0.0,1.0,GunPointMaleVersusFemale,HYDRA
0.05,bottom,50,0.1275311415671127,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.05,random,50,0.0611590190694507,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.05,top,50,-0.0944244907171908,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.1,bottom,50,0.1429661128509562,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.1,random,50,0.0442333634870035,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.1,top,50,-0.0970634360320343,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.2,bottom,50,0.0920947314206951,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.2,random,50,-0.0977803825061849,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.2,top,50,-0.2176937377399677,0.0,1.0,GunPointOldVersusYoung,HYDRA
0.05,bottom,50,-0.0895048559192661,0.16,0.945945945945946,HandOutlines,HYDRA
0.05,random,50,0.1245375627057378,0.24,0.945945945945946,HandOutlines,HYDRA
0.05,top,50,0.4111565566140336,0.38,0.945945945945946,HandOutlines,HYDRA
0.1,bottom,50,-0.3162834212775788,0.26,0.945945945945946,HandOutlines,HYDRA
0.1,random,50,-0.0019138431245199,0.3466666666666666,0.945945945945946,HandOutlines,HYDRA
0.1,top,50,0.4584119025847853,0.42,0.945945945945946,HandOutlines,HYDRA
0.2,bottom,50,-0.4408475782957708,0.28,0.945945945945946,HandOutlines,HYDRA
0.2,random,50,0.1883704222238748,0.3733333333333333,0.945945945945946,HandOutlines,HYDRA
0.2,top,50,0.4321875106432463,0.44,0.945945945945946,HandOutlines,HYDRA
0.05,bottom,50,0.0495709063402748,0.14,0.5162337662337663,Haptics,HYDRA
0.05,random,50,0.1149332988575768,0.22,0.5162337662337663,Haptics,HYDRA
0.05,top,50,0.2242356557948351,0.32,0.5162337662337663,Haptics,HYDRA
0.1,bottom,50,0.0619439424083862,0.24,0.5162337662337663,Haptics,HYDRA
0.1,random,50,0.153940881138439,0.1933333333333333,0.5162337662337663,Haptics,HYDRA
0.1,top,50,0.2972178661824685,0.34,0.5162337662337663,Haptics,HYDRA
0.2,bottom,50,0.1477750955744102,0.28,0.5162337662337663,Haptics,HYDRA
0.2,random,50,0.259258439978138,0.3533333333333333,0.5162337662337663,Haptics,HYDRA
0.2,top,50,0.509147986620025,0.56,0.5162337662337663,Haptics,HYDRA
0.05,bottom,48,-0.1858563082941564,0.3958333333333333,0.75,Herring,HYDRA
0.05,random,48,-0.0501540214280399,0.25,0.75,Herring,HYDRA
0.05,top,48,-0.0287123361374236,0.2708333333333333,0.75,Herring,HYDRA
0.1,bottom,48,-0.2067135019365406,0.375,0.75,Herring,HYDRA
0.1,random,48,-0.009084460489619,0.2986111111111111,0.75,Herring,HYDRA
0.1,top,48,-0.1515696622777372,0.2291666666666666,0.75,Herring,HYDRA
0.2,bottom,48,-0.1656704301570775,0.3958333333333333,0.75,Herring,HYDRA
0.2,random,48,-0.0462382398792242,0.3333333333333333,0.75,Herring,HYDRA
0.2,top,48,0.0771610015296169,0.2083333333333333,0.75,Herring,HYDRA
0.05,bottom,50,-0.0060486338670703,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.05,random,50,0.0044060007276727,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.05,top,50,-0.006116310763239,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.1,bottom,50,-0.0448209916634246,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.1,random,50,-0.0272698646879093,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.1,top,50,-0.0421167860106364,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.2,bottom,50,-0.1236383437174346,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.2,random,50,-0.0987669827505671,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.2,top,50,-0.1335094360222276,0.0,1.0,InsectEPGRegularTrain,HYDRA
0.05,bottom,50,-0.012398147135731,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.05,random,50,0.0002736570733912,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.05,top,50,-0.007643686677284,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.1,bottom,50,-0.0643922047319172,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.1,random,50,-0.0373409794516129,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.1,top,50,-0.0310049254164109,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.2,bottom,50,-0.1861883045776428,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.2,random,50,-0.148047914416085,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.2,top,50,-0.1221369120515153,0.0,1.0,InsectEPGSmallTrain,HYDRA
0.05,bottom,50,0.1411902515984089,0.16,0.944136460554371,Mallat,HYDRA
0.05,random,50,0.179115739931635,0.2266666666666666,0.944136460554371,Mallat,HYDRA
0.05,top,50,0.3056322864534116,0.3,0.944136460554371,Mallat,HYDRA
0.1,bottom,50,0.3163917123814065,0.34,0.944136460554371,Mallat,HYDRA
0.1,random,50,0.2541705528581951,0.3133333333333333,0.944136460554371,Mallat,HYDRA
0.1,top,50,0.5158861502375404,0.46,0.944136460554371,Mallat,HYDRA
0.2,bottom,50,0.372760884476451,0.52,0.944136460554371,Mallat,HYDRA
0.2,random,50,0.4625067270653705,0.48,0.944136460554371,Mallat,HYDRA
0.2,top,50,0.6497271208875719,0.48,0.944136460554371,Mallat,HYDRA
0.05,bottom,50,-0.0509127891729918,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.05,random,50,0.0456642601415466,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.05,top,50,0.0375741344100324,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.1,bottom,50,0.1398429944103311,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.1,random,50,0.1701206595388083,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.1,top,50,0.2535782869882205,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.2,bottom,50,0.2455536521296224,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.2,random,50,0.2653285425445822,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.2,top,50,0.4007291403029146,0.0,0.9810309278350516,MixedShapesRegularTrain,HYDRA
0.05,bottom,50,-0.1123155878837926,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.05,random,50,-0.1444434216294858,0.0066666666666666,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.05,top,50,-0.2687047477312381,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.1,bottom,50,-0.2258257938359327,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.1,random,50,-0.24282767581135,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.1,top,50,-0.3323794001493079,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.2,bottom,50,-0.429658621870869,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.2,random,50,-0.4647034388717225,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.2,top,50,-0.5671558101565546,0.0,0.9657731958762886,MixedShapesSmallTrain,HYDRA
0.05,bottom,50,0.1126188162478073,0.02,0.987603305785124,OSULeaf,HYDRA
0.05,random,50,0.1631683836506391,0.0,0.987603305785124,OSULeaf,HYDRA
0.05,top,50,0.2588673568007225,0.02,0.987603305785124,OSULeaf,HYDRA
0.1,bottom,50,0.1533092016159217,0.0,0.987603305785124,OSULeaf,HYDRA
0.1,random,50,0.2276598627610772,0.0066666666666666,0.987603305785124,OSULeaf,HYDRA
0.1,top,50,0.330018316456674,0.02,0.987603305785124,OSULeaf,HYDRA
0.2,bottom,50,0.225199605273784,0.02,0.987603305785124,OSULeaf,HYDRA
0.2,random,50,0.2966244992571507,0.0266666666666666,0.987603305785124,OSULeaf,HYDRA
0.2,top,50,0.4635577728077679,0.1,0.987603305785124,OSULeaf,HYDRA
0.05,bottom,46,0.0662987503002073,0.0652173913043478,0.92,Rock,HYDRA
0.05,random,46,0.0721027017318824,0.0507246376811594,0.92,Rock,HYDRA
0.05,top,46,0.1136003117835586,0.0,0.92,Rock,HYDRA
0.1,bottom,46,0.1086988662303015,0.0869565217391304,0.92,Rock,HYDRA
0.1,random,46,0.1326964563462697,0.0507246376811594,0.92,Rock,HYDRA
0.1,top,46,0.1765414107728137,0.0217391304347826,0.92,Rock,HYDRA
0.2,bottom,46,0.1436442902903052,0.0869565217391304,0.92,Rock,HYDRA
0.2,random,46,0.1970804528671567,0.0652173913043478,0.92,Rock,HYDRA
0.2,top,46,0.3125716443750472,0.0652173913043478,0.92,Rock,HYDRA
0.05,bottom,50,2.184542992429711,0.82,0.9810587663914522,StarLightCurves,HYDRA
0.05,random,50,1.880339931437684,0.8066666666666668,0.9810587663914522,StarLightCurves,HYDRA
0.05,top,50,1.330577156501463,0.8,0.9810587663914522,StarLightCurves,HYDRA
0.1,bottom,50,2.210862020041517,0.82,0.9810587663914522,StarLightCurves,HYDRA
0.1,random,50,2.000325890944467,0.8133333333333332,0.9810587663914522,StarLightCurves,HYDRA
0.1,top,50,1.3296232832449015,0.8,0.9810587663914522,StarLightCurves,HYDRA
0.2,bottom,50,2.8145511516912154,0.8,0.9810587663914522,StarLightCurves,HYDRA
