dataset,backend,total_time,accuracy,f1_macro,f1_weighted,target_length,seed
HouseTwenty,mps,1.5317264170007547,0.9495798319327732,0.9482608695652174,0.9495798319327732,3000,42
PigArtPressure,mps,3.1415977500000736,0.9855769230769232,0.9848595848595848,0.9848595848595848,3000,42
Chinatown,mps,0.0578605830014566,0.9825072886297376,0.9784385214986172,0.9826711316014606,3000,42
SonyAIBORobotSurface1,mps,0.1568000829938682,0.9201331114808652,0.919829253651704,0.9205273054213986,3000,42
SmoothSubspace,mps,0.0351920829998562,0.96,0.9599966663333,0.9599966663333,3000,42
ItalyPowerDemand,mps,0.0450405420051538,0.967930029154519,0.9679295445422992,0.967929908001464,3000,42
SmoothSubspace,mps,0.0146337499973014,0.96,0.9599966663333,0.9599966663333,3000,42
Strawberry,mps,0.7512081670065527,0.9756756756756756,0.9737172353372956,0.9757726281676746,3000,42
HandOutlines,cpu,21.102795708000485,0.9486486486486486,0.9431574691732364,0.9481234053944788,3000,42
FordB,cpu,16.341930875001708,0.8197530864197531,0.8196431294799451,0.8196871122558683,3000,42
NonInvasiveFetalECGThorax1,cpu,14.58184600000095,0.9399491094147584,0.9352545461841888,0.938385367555758,3000,42
Rock,cpu,1.1288347500012603,0.92,0.9193970503181028,0.9202955465587044,3000,42
HouseTwenty,cpu,1.9018823329970471,0.9495798319327732,0.9482608695652174,0.9495798319327732,3000,42
PigArtPressure,cpu,3.61099929199554,0.9855769230769232,0.9848595848595848,0.9848595848595848,3000,42
Chinatown,cpu,0.1014364170041517,0.9825072886297376,0.9784385214986172,0.9826711316014606,3000,42
SonyAIBORobotSurface1,cpu,0.5067341250032769,0.9201331114808652,0.919829253651704,0.9205273054213986,3000,42
SmoothSubspace,cpu,0.0407345830026315,0.96,0.9599966663333,0.9599966663333,3000,42
ItalyPowerDemand,cpu,0.2660444579960312,0.967930029154519,0.9679295445422992,0.967929908001464,3000,42
SmoothSubspace,cpu,0.0373756249973666,0.96,0.9599966663333,0.9599966663333,3000,42
Strawberry,cpu,1.062305000006745,0.9756756756756756,0.9737172353372956,0.9757726281676746,3000,42
HandOutlines,mps,21.886563791005756,0.9486486486486486,0.9431574691732364,0.9481234053944788,4000,42
FordB,mps,13.573071541999523,0.8197530864197531,0.8196431294799451,0.8196871122558683,4000,42
NonInvasiveFetalECGThorax1,mps,11.86771433299873,0.9399491094147584,0.9352545461841888,0.938385367555758,4000,42
Rock,mps,1.130139249995409,0.92,0.9193970503181028,0.9202955465587044,4000,42
HouseTwenty,mps,1.4633800419978795,0.9495798319327732,0.9482608695652174,0.9495798319327732,4000,42
PigArtPressure,mps,2.9380233749980107,0.9855769230769232,0.9848595848595848,0.9848595848595848,4000,42
Chinatown,mps,0.0433080419970792,0.9825072886297376,0.9784385214986172,0.9826711316014606,4000,42
SonyAIBORobotSurface1,mps,0.1462160830051289,0.9201331114808652,0.919829253651704,0.9205273054213986,4000,42
SmoothSubspace,mps,0.010716874996433,0.96,0.9599966663333,0.9599966663333,4000,42
ItalyPowerDemand,mps,0.0453444590020808,0.967930029154519,0.9679295445422992,0.967929908001464,4000,42
SmoothSubspace,mps,0.0144110409964923,0.96,0.9599966663333,0.9599966663333,4000,42
Strawberry,mps,0.7208174170009443,0.9756756756756756,0.9737172353372956,0.9757726281676746,4000,42
HandOutlines,cpu,21.159306832996663,0.9486486486486486,0.9431574691732364,0.9481234053944788,4000,42
FordB,cpu,15.269625166998594,0.8197530864197531,0.8196431294799451,0.8196871122558683,4000,42
NonInvasiveFetalECGThorax1,cpu,13.21767104200262,0.9399491094147584,0.9352545461841888,0.938385367555758,4000,42
Rock,cpu,1.4988204999972368,0.92,0.9193970503181028,0.9202955465587044,4000,42
HouseTwenty,cpu,2.1429015829999116,0.9495798319327732,0.9482608695652174,0.9495798319327732,4000,42
PigArtPressure,cpu,3.616301750000275,0.9855769230769232,0.9848595848595848,0.9848595848595848,4000,42
Chinatown,cpu,0.1010373339959187,0.9825072886297376,0.9784385214986172,0.9826711316014606,4000,42
SonyAIBORobotSurface1,cpu,0.6053577499988023,0.9201331114808652,0.919829253651704,0.9205273054213986,4000,42
SmoothSubspace,cpu,0.0400040829990757,0.96,0.9599966663333,0.9599966663333,4000,42
ItalyPowerDemand,cpu,0.3170755419996567,0.967930029154519,0.9679295445422992,0.967929908001464,4000,42
SmoothSubspace,cpu,0.0413668750043143,0.96,0.9599966663333,0.9599966663333,4000,42
Strawberry,cpu,3.2990504580011475,0.9756756756756756,0.9737172353372956,0.9757726281676746,4000,42
HandOutlines,mps,21.67759879100049,0.9486486486486486,0.9431574691732364,0.9481234053944788,5000,42
FordB,mps,16.847749874999863,0.8197530864197531,0.8196431294799451,0.8196871122558683,5000,42
NonInvasiveFetalECGThorax1,mps,16.774012916001084,0.9399491094147584,0.9352545461841888,0.938385367555758,5000,42
Rock,mps,1.124959916996886,0.92,0.9193970503181028,0.9202955465587044,5000,42
HouseTwenty,mps,1.4319755000033183,0.9495798319327732,0.9482608695652174,0.9495798319327732,5000,42
PigArtPressure,mps,2.9397806670021964,0.9855769230769232,0.9848595848595848,0.9848595848595848,5000,42
Chinatown,mps,0.0656084579968592,0.9825072886297376,0.9784385214986172,0.9826711316014606,5000,42
SonyAIBORobotSurface1,mps,0.1698770840012002,0.9201331114808652,0.919829253651704,0.9205273054213986,5000,42
SmoothSubspace,mps,0.0150748329979251,0.96,0.9599966663333,0.9599966663333,5000,42
ItalyPowerDemand,mps,0.0398341659965808,0.967930029154519,0.9679295445422992,0.967929908001464,5000,42
SmoothSubspace,mps,0.0102096669943421,0.96,0.9599966663333,0.9599966663333,5000,42
Strawberry,mps,1.002265457995236,0.9756756756756756,0.9737172353372956,0.9757726281676746,5000,42
HandOutlines,cpu,27.625588750001043,0.9486486486486486,0.9431574691732364,0.9481234053944788,5000,42
FordB,cpu,20.051589624999902,0.8197530864197531,0.8196431294799451,0.8196871122558683,5000,42
NonInvasiveFetalECGThorax1,cpu,13.165810832993884,0.9399491094147584,0.9352545461841888,0.938385367555758,5000,42
Rock,cpu,1.1762127920010244,0.92,0.9193970503181028,0.9202955465587044,5000,42
HouseTwenty,cpu,1.5058815410011448,0.9495798319327732,0.9482608695652174,0.9495798319327732,5000,42
PigArtPressure,cpu,3.276232750002237,0.9855769230769232,0.9848595848595848,0.9848595848595848,5000,42
Chinatown,cpu,0.1752679999990505,0.9825072886297376,0.9784385214986172,0.9826711316014606,5000,42
SonyAIBORobotSurface1,cpu,0.6985446250037057,0.9201331114808652,0.919829253651704,0.9205273054213986,5000,42
SmoothSubspace,cpu,0.0380481249958393,0.96,0.9599966663333,0.9599966663333,5000,42
ItalyPowerDemand,cpu,0.2709875419968739,0.967930029154519,0.9679295445422992,0.967929908001464,5000,42
SmoothSubspace,cpu,0.0433736249979119,0.96,0.9599966663333,0.9599966663333,5000,42
Strawberry,cpu,2.982691874996817,0.9756756756756756,0.9737172353372956,0.9757726281676746,5000,42
HandOutlines,mps,29.862383874999068,0.9486486486486486,0.9431574691732364,0.9481234053944788,6000,42
FordB,mps,17.655099290997896,0.8197530864197531,0.8196431294799451,0.8196871122558683,6000,42
NonInvasiveFetalECGThorax1,mps,16.850299166995683,0.9399491094147584,0.9352545461841888,0.938385367555758,6000,42
Rock,mps,1.6138670000000277,0.92,0.9193970503181028,0.9202955465587044,6000,42
HouseTwenty,mps,2.056361791997915,0.9495798319327732,0.9482608695652174,0.9495798319327732,6000,42
PigArtPressure,mps,4.098590333000175,0.9855769230769232,0.9848595848595848,0.9848595848595848,6000,42
Chinatown,mps,0.0527337090024957,0.9825072886297376,0.9784385214986172,0.9826711316014606,6000,42
SonyAIBORobotSurface1,mps,0.1796712919967831,0.9201331114808652,0.919829253651704,0.9205273054213986,6000,42
SmoothSubspace,mps,0.0149713749997317,0.96,0.9599966663333,0.9599966663333,6000,42
ItalyPowerDemand,mps,0.0446087920063291,0.967930029154519,0.9679295445422992,0.967929908001464,6000,42
SmoothSubspace,mps,0.0158411250013159,0.96,0.9599966663333,0.9599966663333,6000,42
Strawberry,mps,1.0001627919991734,0.9756756756756756,0.9737172353372956,0.9757726281676746,6000,42
HandOutlines,cpu,16.54125870900316,0.9486486486486486,0.9431574691732364,0.9481234053944788,6000,42
FordB,cpu,17.110872666999057,0.8197530864197531,0.8196431294799451,0.8196871122558683,6000,42
NonInvasiveFetalECGThorax1,cpu,12.151499250001509,0.9399491094147584,0.9352545461841888,0.938385367555758,6000,42
Rock,cpu,0.9524700830006624,0.92,0.9193970503181028,0.9202955465587044,6000,42
HouseTwenty,cpu,1.4660197089979192,0.9495798319327732,0.9482608695652174,0.9495798319327732,6000,42
PigArtPressure,cpu,2.549484792005387,0.9855769230769232,0.9848595848595848,0.9848595848595848,6000,42
Chinatown,cpu,0.1014461250015301,0.9825072886297376,0.9784385214986172,0.9826711316014606,6000,42
SonyAIBORobotSurface1,cpu,0.5105296670008102,0.9201331114808652,0.919829253651704,0.9205273054213986,6000,42
SmoothSubspace,cpu,0.0369679170034942,0.96,0.9599966663333,0.9599966663333,6000,42
ItalyPowerDemand,cpu,0.271980290999636,0.967930029154519,0.9679295445422992,0.967929908001464,6000,42
SmoothSubspace,cpu,0.0370283749944064,0.96,0.9599966663333,0.9599966663333,6000,42
Strawberry,cpu,2.736167041999579,0.9756756756756756,0.9737172353372956,0.9757726281676746,6000,42
HandOutlines,mps,28.935334333000355,0.9486486486486486,0.9431574691732364,0.9481234053944788,7000,42
FordB,mps,16.854582541003765,0.8197530864197531,0.8196431294799451,0.8196871122558683,7000,42
NonInvasiveFetalECGThorax1,mps,16.485695000003034,0.9399491094147584,0.9352545461841888,0.938385367555758,7000,42
Rock,mps,1.5223249999980908,0.92,0.9193970503181028,0.9202955465587044,7000,42
HouseTwenty,mps,2.0375568330055103,0.9495798319327732,0.9482608695652174,0.9495798319327732,7000,42
PigArtPressure,mps,4.0992435829975875,0.9855769230769232,0.9848595848595848,0.9848595848595848,7000,42
Chinatown,mps,0.0788649169990094,0.9825072886297376,0.9784385214986172,0.9826711316014606,7000,42
SonyAIBORobotSurface1,mps,0.1808793329983018,0.9201331114808652,0.919829253651704,0.9205273054213986,7000,42
SmoothSubspace,mps,0.0116449999986798,0.96,0.9599966663333,0.9599966663333,7000,42
ItalyPowerDemand,mps,0.044850165999378,0.967930029154519,0.9679295445422992,0.967929908001464,7000,42
SmoothSubspace,mps,0.0103264999997918,0.96,0.9599966663333,0.9599966663333,7000,42
Strawberry,mps,1.0034781670037771,0.9756756756756756,0.9737172353372956,0.9757726281676746,7000,42
HandOutlines,cpu,17.63087266599905,0.9486486486486486,0.9431574691732364,0.9481234053944788,7000,42
FordB,cpu,15.20772858300188,0.8197530864197531,0.8196431294799451,0.8196871122558683,7000,42
NonInvasiveFetalECGThorax1,cpu,13.0699792910018,0.9399491094147584,0.9352545461841888,0.938385367555758,7000,42
Rock,cpu,0.9947384160041112,0.92,0.9193970503181028,0.9202955465587044,7000,42
HouseTwenty,cpu,1.4263189170014812,0.9495798319327732,0.9482608695652174,0.9495798319327732,7000,42
PigArtPressure,cpu,2.393515584000852,0.9855769230769232,0.9848595848595848,0.9848595848595848,7000,42
Chinatown,cpu,0.0964557500046794,0.9825072886297376,0.9784385214986172,0.9826711316014606,7000,42
SonyAIBORobotSurface1,cpu,0.4726490000030026,0.9201331114808652,0.919829253651704,0.9205273054213986,7000,42
SmoothSubspace,cpu,0.0376717079998343,0.96,0.9599966663333,0.9599966663333,7000,42
ItalyPowerDemand,cpu,0.2584096670034341,0.967930029154519,0.9679295445422992,0.967929908001464,7000,42
SmoothSubspace,cpu,0.0376265420054551,0.96,0.9599966663333,0.9599966663333,7000,42
Strawberry,cpu,2.375525750001543,0.9756756756756756,0.9737172353372956,0.9757726281676746,7000,42
HandOutlines,mps,28.890815958999156,0.9486486486486486,0.9431574691732364,0.9481234053944788,8000,42
FordB,mps,16.78639533399837,0.8197530864197531,0.8196431294799451,0.8196871122558683,8000,42
NonInvasiveFetalECGThorax1,mps,16.411243249996915,0.9399491094147584,0.9352545461841888,0.938385367555758,8000,42
Rock,mps,1.5168130839956575,0.92,0.9193970503181028,0.9202955465587044,8000,42
HouseTwenty,mps,2.0500477079986013,0.9495798319327732,0.9482608695652174,0.9495798319327732,8000,42
PigArtPressure,mps,4.080518666996795,0.9855769230769232,0.9848595848595848,0.9848595848595848,8000,42
Chinatown,mps,0.0266552920002141,0.9825072886297376,0.9784385214986172,0.9826711316014606,8000,42
SonyAIBORobotSurface1,mps,0.1775089160000789,0.9201331114808652,0.919829253651704,0.9205273054213986,8000,42
SmoothSubspace,mps,0.0149825830012559,0.96,0.9599966663333,0.9599966663333,8000,42
ItalyPowerDemand,mps,0.0470870830031344,0.967930029154519,0.9679295445422992,0.967929908001464,8000,42
SmoothSubspace,mps,0.0098862910017487,0.96,0.9599966663333,0.9599966663333,8000,42
Strawberry,mps,0.997894207997888,0.9756756756756756,0.9737172353372956,0.9757726281676746,8000,42
HandOutlines,cpu,16.498496792002697,0.9486486486486486,0.9431574691732364,0.9481234053944788,8000,42
FordB,cpu,32.90463012499822,0.8197530864197531,0.8196431294799451,0.8196871122558683,8000,42
NonInvasiveFetalECGThorax1,cpu,12.531893041996229,0.9399491094147584,0.9352545461841888,0.938385367555758,8000,42
Rock,cpu,1.1602361670011303,0.92,0.9193970503181028,0.9202955465587044,8000,42
HouseTwenty,cpu,1.8252159169933293,0.9495798319327732,0.9482608695652174,0.9495798319327732,8000,42
PigArtPressure,cpu,3.0382690000042203,0.9855769230769232,0.9848595848595848,0.9848595848595848,8000,42
Chinatown,cpu,0.0992347499995958,0.9825072886297376,0.9784385214986172,0.9826711316014606,8000,42
SonyAIBORobotSurface1,cpu,0.5463463330015657,0.9201331114808652,0.919829253651704,0.9205273054213986,8000,42
SmoothSubspace,cpu,0.040065291999781,0.96,0.9599966663333,0.9599966663333,8000,42
ItalyPowerDemand,cpu,0.25932787500642,0.967930029154519,0.9679295445422992,0.967929908001464,8000,42
SmoothSubspace,cpu,0.0389852080043056,0.96,0.9599966663333,0.9599966663333,8000,42
Strawberry,cpu,2.532592957999441,0.9756756756756756,0.9737172353372956,0.9757726281676746,8000,42
HandOutlines,mps,28.29183579100209,0.9486486486486486,0.9431574691732364,0.9481234053944788,9000,42
FordB,mps,25.6399877080039,0.8197530864197531,0.8196431294799451,0.8196871122558683,9000,42
NonInvasiveFetalECGThorax1,mps,29.588916542001243,0.9399491094147584,0.9352545461841888,0.938385367555758,9000,42
Rock,mps,2.6519667499960633,0.92,0.9193970503181028,0.9202955465587044,9000,42
HouseTwenty,mps,2.0288782920033555,0.9495798319327732,0.9482608695652174,0.9495798319327732,9000,42
PigArtPressure,mps,4.081020500001614,0.9855769230769232,0.9848595848595848,0.9848595848595848,9000,42
Chinatown,mps,0.0220784170014667,0.9825072886297376,0.9784385214986172,0.9826711316014606,9000,42
SonyAIBORobotSurface1,mps,0.1754056249992572,0.9201331114808652,0.919829253651704,0.9205273054213986,9000,42
SmoothSubspace,mps,0.0152829579965327,0.96,0.9599966663333,0.9599966663333,9000,42
ItalyPowerDemand,mps,0.0443982080032583,0.967930029154519,0.9679295445422992,0.967929908001464,9000,42
SmoothSubspace,mps,0.0147541249971254,0.96,0.9599966663333,0.9599966663333,9000,42
Strawberry,mps,1.7327931249965332,0.9756756756756756,0.9737172353372956,0.9757726281676746,9000,42
HandOutlines,cpu,20.67621812500147,0.9486486486486486,0.9431574691732364,0.9481234053944788,9000,42
FordB,cpu,36.263087167004414,0.8197530864197531,0.8196431294799451,0.8196871122558683,9000,42
NonInvasiveFetalECGThorax1,cpu,11.724861124996096,0.9399491094147584,0.9352545461841888,0.938385367555758,9000,42
Rock,cpu,1.158221791003598,0.92,0.9193970503181028,0.9202955465587044,9000,42
HouseTwenty,cpu,1.8193635409988929,0.9495798319327732,0.9482608695652174,0.9495798319327732,9000,42
PigArtPressure,cpu,3.0533543749988894,0.9855769230769232,0.9848595848595848,0.9848595848595848,9000,42
Chinatown,cpu,0.0940447920002043,0.9825072886297376,0.9784385214986172,0.9826711316014606,9000,42
SonyAIBORobotSurface1,cpu,0.5742833749973215,0.9201331114808652,0.919829253651704,0.9205273054213986,9000,42
SmoothSubspace,cpu,0.0410539579970645,0.96,0.9599966663333,0.9599966663333,9000,42
ItalyPowerDemand,cpu,0.2729155420020106,0.967930029154519,0.9679295445422992,0.967929908001464,9000,42
SmoothSubspace,cpu,0.0363370830018539,0.96,0.9599966663333,0.9599966663333,9000,42
Strawberry,cpu,2.64141195800039,0.9756756756756756,0.9737172353372956,0.9757726281676746,9000,42
HandOutlines,mps,28.31977320900478,0.9486486486486486,0.9431574691732364,0.9481234053944788,10000,42
FordB,mps,25.6164424170056,0.8197530864197531,0.8196431294799451,0.8196871122558683,10000,42
NonInvasiveFetalECGThorax1,mps,29.576567290998355,0.9399491094147584,0.9352545461841888,0.938385367555758,10000,42
Rock,mps,2.636147333003464,0.92,0.9193970503181028,0.9202955465587044,10000,42
HouseTwenty,mps,3.6963990000003832,0.9495798319327732,0.9482608695652174,0.9495798319327732,10000,42
PigArtPressure,mps,7.355943375005154,0.9855769230769232,0.9848595848595848,0.9848595848595848,10000,42
Chinatown,mps,0.021966499996779,0.9825072886297376,0.9784385214986172,0.9826711316014606,10000,42
SonyAIBORobotSurface1,mps,0.1712957920026383,0.9201331114808652,0.919829253651704,0.9205273054213986,10000,42
SmoothSubspace,mps,0.0100002090039197,0.96,0.9599966663333,0.9599966663333,10000,42
ItalyPowerDemand,mps,0.0436670409981161,0.967930029154519,0.9679295445422992,0.967929908001464,10000,42
SmoothSubspace,mps,0.0153394579974701,0.96,0.9599966663333,0.9599966663333,10000,42
Strawberry,mps,1.7056576250033686,0.9756756756756756,0.9737172353372956,0.9757726281676746,10000,42
HandOutlines,cpu,21.023538375004136,0.9486486486486486,0.9431574691732364,0.9481234053944788,10000,42
FordB,cpu,34.41521691700473,0.8197530864197531,0.8196431294799451,0.8196871122558683,10000,42
NonInvasiveFetalECGThorax1,cpu,12.821850457999972,0.9399491094147584,0.9352545461841888,0.938385367555758,10000,42
Rock,cpu,0.9356000000043424,0.92,0.9193970503181028,0.9202955465587044,10000,42
HouseTwenty,cpu,1.40091174999543,0.9495798319327732,0.9482608695652174,0.9495798319327732,10000,42
PigArtPressure,cpu,2.3971762920045876,0.9855769230769232,0.9848595848595848,0.9848595848595848,10000,42
Chinatown,cpu,0.11458783299895,0.9825072886297376,0.9784385214986172,0.9826711316014606,10000,42
SonyAIBORobotSurface1,cpu,0.5565508750005392,0.9201331114808652,0.919829253651704,0.9205273054213986,10000,42
SmoothSubspace,cpu,0.0357380839996039,0.96,0.9599966663333,0.9599966663333,10000,42
ItalyPowerDemand,cpu,0.2863617920011165,0.967930029154519,0.9679295445422992,0.967929908001464,10000,42
SmoothSubspace,cpu,0.0376325830002315,0.96,0.9599966663333,0.9599966663333,10000,42
Strawberry,cpu,2.410676457999216,0.9756756756756756,0.9737172353372956,0.9757726281676746,10000,42
HandOutlines,mps,50.9560215829988,0.9486486486486486,0.9431574691732364,0.9481234053944788,11000,42
FordB,mps,25.658864041004563,0.8197530864197531,0.8196431294799451,0.8196871122558683,11000,42
NonInvasiveFetalECGThorax1,mps,29.661028542002896,0.9399491094147584,0.9352545461841888,0.938385367555758,11000,42
Rock,mps,2.6420367089958745,0.92,0.9193970503181028,0.9202955465587044,11000,42
HouseTwenty,mps,3.6871142079980928,0.9495798319327732,0.9482608695652174,0.9495798319327732,11000,42
PigArtPressure,mps,7.356537416002539,0.9855769230769232,0.9848595848595848,0.9848595848595848,11000,42
Chinatown,mps,0.0244180420049815,0.9825072886297376,0.9784385214986172,0.9826711316014606,11000,42
SonyAIBORobotSurface1,mps,0.1790283330046804,0.9201331114808652,0.919829253651704,0.9205273054213986,11000,42
SmoothSubspace,mps,0.0107228749984642,0.96,0.9599966663333,0.9599966663333,11000,42
ItalyPowerDemand,mps,0.0479384999998728,0.967930029154519,0.9679295445422992,0.967929908001464,11000,42
SmoothSubspace,mps,0.0113049589999718,0.96,0.9599966663333,0.9599966663333,11000,42
Strawberry,mps,1.737652125004388,0.9756756756756756,0.9737172353372956,0.9757726281676746,11000,42
HandOutlines,cpu,20.74739937499544,0.9486486486486486,0.9431574691732364,0.9481234053944788,11000,42
FordB,cpu,32.070942874997854,0.8197530864197531,0.8196431294799451,0.8196871122558683,11000,42
NonInvasiveFetalECGThorax1,cpu,11.52458525000111,0.9399491094147584,0.9352545461841888,0.938385367555758,11000,42
Rock,cpu,0.9448606250007288,0.92,0.9193970503181028,0.9202955465587044,11000,42
HouseTwenty,cpu,1.3905102499993518,0.9495798319327732,0.9482608695652174,0.9495798319327732,11000,42
PigArtPressure,cpu,2.394295874997624,0.9855769230769232,0.9848595848595848,0.9848595848595848,11000,42
Chinatown,cpu,0.1059518330002902,0.9825072886297376,0.9784385214986172,0.9826711316014606,11000,42
SonyAIBORobotSurface1,cpu,0.547543583001243,0.9201331114808652,0.919829253651704,0.9205273054213986,11000,42
SmoothSubspace,cpu,0.0356058749966905,0.96,0.9599966663333,0.9599966663333,11000,42
ItalyPowerDemand,cpu,0.2829126249998808,0.967930029154519,0.9679295445422992,0.967929908001464,11000,42
SmoothSubspace,cpu,0.0394494170031975,0.96,0.9599966663333,0.9599966663333,11000,42
Strawberry,cpu,2.4268902919939137,0.9756756756756756,0.9737172353372956,0.9757726281676746,11000,42
HandOutlines,mps,51.181013041998085,0.9486486486486486,0.9431574691732364,0.9481234053944788,12000,42
FordB,mps,25.69230170800438,0.8197530864197531,0.8196431294799451,0.8196871122558683,12000,42
NonInvasiveFetalECGThorax1,mps,29.575961624999763,0.9399491094147584,0.9352545461841888,0.938385367555758,12000,42
Rock,mps,2.6793836249999003,0.92,0.9193970503181028,0.9202955465587044,12000,42
HouseTwenty,mps,3.696686458002659,0.9495798319327732,0.9482608695652174,0.9495798319327732,12000,42
PigArtPressure,mps,7.378849833003187,0.9855769230769232,0.9848595848595848,0.9848595848595848,12000,42
Chinatown,mps,0.027199666998058,0.9825072886297376,0.9784385214986172,0.9826711316014606,12000,42
SonyAIBORobotSurface1,mps,0.1767752919986378,0.9201331114808652,0.919829253651704,0.9205273054213986,12000,42
SmoothSubspace,mps,0.0117295000018202,0.96,0.9599966663333,0.9599966663333,12000,42
ItalyPowerDemand,mps,0.0460599590005585,0.967930029154519,0.9679295445422992,0.967929908001464,12000,42
