dataset,model,total_time,accuracy,f1_macro,f1_weighted,seed
ECG200,rf_classifier,0.2022648749989457,0.8,0.7771836007130125,0.7971479500891266,5
ECG5000,rf_classifier,0.2306631669998751,0.9366666666666666,0.5430973791923327,0.9240613049678288,1
ECG5000,rf_classifier,0.2240462910012866,0.9366666666666666,0.5351007549731431,0.923480610999881,2
ECG5000,rf_classifier,0.2273434169983375,0.9373333333333334,0.5436702016705457,0.925038943639931,3
ECG5000,rf_classifier,0.2245822080003563,0.9364444444444444,0.5404570105927282,0.923909808551847,4
ECG5000,rf_classifier,0.2155562500011001,0.9357777777777778,0.5404757397075317,0.9232661347973152,5
ECGFiveDays,rf_classifier,0.2000597910009673,0.8176538908246226,0.8139177932842077,0.8137646745325514,1
ECGFiveDays,rf_classifier,0.1980478750010661,0.759581881533101,0.7495886823363125,0.7492981823596616,2
ECGFiveDays,rf_classifier,0.1982400840024638,0.8257839721254355,0.8219092323136493,0.8217566835021617,3
ECGFiveDays,rf_classifier,0.2057707919993845,0.7874564459930313,0.7816843350823933,0.7814781882641564,4
ECGFiveDays,rf_classifier,0.2030892920010956,0.7851335656213705,0.7778405405970836,0.7776067897950231,5
ElectricDevices,rf_classifier,2.823923042000388,0.6565944754247179,0.5569324856359982,0.6403003791231036,1
ElectricDevices,rf_classifier,2.827486083999247,0.6551679419011801,0.5535943798563147,0.6384779148606969,2
ElectricDevices,rf_classifier,2.6170204170011857,0.6565944754247179,0.5553690138999183,0.6400693081291785,3
ElectricDevices,rf_classifier,2.525255290998757,0.6572428997535987,0.5572982837403353,0.6408446700236783,4
ElectricDevices,rf_classifier,2.746751624999888,0.6576319543509273,0.5568321140924344,0.6408251386718526,5
EOGHorizontalSignal,rf_classifier,0.2877015420017415,0.4806629834254143,0.4599825451262049,0.4587776905593807,1
EOGHorizontalSignal,rf_classifier,0.2859919999973499,0.4806629834254143,0.4557869994679657,0.4542829352972352,2
EOGHorizontalSignal,rf_classifier,0.28592270900117,0.4806629834254143,0.4592645763770329,0.4579238915336799,3
EOGHorizontalSignal,rf_classifier,0.2902883750030014,0.4834254143646408,0.4633717579104086,0.4619639152749348,4
EOGHorizontalSignal,rf_classifier,0.2806133749982109,0.4723756906077348,0.4506087648871622,0.4491687238320618,5
EOGVerticalSignal,rf_classifier,0.2923031660029664,0.3977900552486187,0.3812702456171573,0.382220279688423,1
EOGVerticalSignal,rf_classifier,0.2917411669986904,0.3895027624309392,0.3710957319862656,0.3718614185834571,2
EOGVerticalSignal,rf_classifier,0.2865216250029334,0.4005524861878453,0.3820267634804012,0.3829484243595535,3
EOGVerticalSignal,rf_classifier,0.2868150409994996,0.3977900552486187,0.3801832671316763,0.3810373165628712,4
EOGVerticalSignal,rf_classifier,0.2905796250015555,0.4005524861878453,0.3813519843801458,0.3822372243450286,5
EthanolLevel,rf_classifier,0.5048772910013213,0.486,0.4536903510327693,0.4536799021897202,1
EthanolLevel,rf_classifier,0.5048480000004929,0.49,0.4594071789043977,0.4593370914628293,2
EthanolLevel,rf_classifier,0.4823126670016791,0.492,0.4625921655678621,0.4625870502265523,3
EthanolLevel,rf_classifier,0.432492457999615,0.49,0.4599274010300533,0.4598642538315276,4
EthanolLevel,rf_classifier,0.4399176250008167,0.498,0.4680379945531461,0.4680058773998167,5
FaceAll,rf_classifier,0.2955324160029704,0.8118343195266272,0.804575751995824,0.8160617200873586,1
FaceAll,rf_classifier,0.3031291670013161,0.8266272189349112,0.8248801849845796,0.830181367930802,2
FaceAll,rf_classifier,0.323271166998893,0.8224852071005917,0.8162333460737202,0.8261085820384371,3
FaceAll,rf_classifier,0.3203964579988678,0.8301775147928994,0.8192067480501348,0.8334163161184684,4
FaceAll,rf_classifier,0.3186927089991513,0.808284023668639,0.8143855482027208,0.8123391430574087,5
FaceFour,rf_classifier,0.2112564159979229,0.875,0.8917113674144401,0.8773079373883131,1
FaceFour,rf_classifier,0.2078080829996906,0.8522727272727273,0.8719354562574902,0.85484934086629,2
FaceFour,rf_classifier,0.2002357499986828,0.8522727272727273,0.8704545454545455,0.8530991735537189,3
FaceFour,rf_classifier,0.2098122499992314,0.8181818181818182,0.8352713178294573,0.8196969696969696,4
FaceFour,rf_classifier,0.1975072499990346,0.8522727272727273,0.8663102972323362,0.852634126659614,5
FacesUCR,rf_classifier,0.2254488329999731,0.7951219512195122,0.7589376059972546,0.7934579168836667,1
FacesUCR,rf_classifier,0.2205103749984118,0.7960975609756098,0.7617908107229459,0.7947902343196521,2
FacesUCR,rf_classifier,0.2260633330006385,0.7970731707317074,0.7604363783721916,0.7952157874163875,3
FacesUCR,rf_classifier,0.2286322079999081,0.7970731707317074,0.7578483722642411,0.7947522747827653,4
FacesUCR,rf_classifier,0.2263345419996767,0.7917073170731708,0.7493900060229359,0.7885130947505465,5
FiftyWords,rf_classifier,0.4651362500007963,0.6901098901098901,0.5233588778025604,0.6560732538568018,1
FiftyWords,rf_classifier,0.4761875830008648,0.6923076923076923,0.5173744327567857,0.6575235125429049,2
FiftyWords,rf_classifier,0.48171474999981,0.6813186813186813,0.5135416739582761,0.6461449536295375,3
FiftyWords,rf_classifier,0.6857366670010379,0.676923076923077,0.5040841935800626,0.6429622381659342,4
FiftyWords,rf_classifier,0.483515374999115,0.6835164835164835,0.5137809163083241,0.645733028340582,5
Fish,rf_classifier,0.2130384999982197,0.7885714285714286,0.7869860485029331,0.7880134058242524,1
Fish,rf_classifier,0.2114107920024253,0.7828571428571428,0.7827583732792286,0.7845321916517342,2
Fish,rf_classifier,0.2011114169981738,0.7771428571428571,0.7802956301194907,0.7810022799267491,3
Fish,rf_classifier,0.208691916999669,0.7828571428571428,0.7843998476499762,0.7863061038029515,4
Fish,rf_classifier,0.2133760830001847,0.7885714285714286,0.788116415727653,0.789714747213714,5
FordA,rf_classifier,3.7690455420015496,0.7765151515151515,0.7754945433181952,0.7759761786470959,1
FordA,rf_classifier,3.859222375001991,0.7795454545454545,0.7783976346722434,0.7789050918793473,2
FordA,rf_classifier,3.363366333000158,0.7787878787878788,0.7778003246753247,0.7782716573199527,3
FordA,rf_classifier,3.333483291000448,0.781060606060606,0.7799206749837744,0.7804246445124788,4
FordA,rf_classifier,3.2357071670012374,0.7780303030303031,0.7771913178583958,0.7776263472067922,5
FordB,rf_classifier,3.536703667003166,0.6654320987654321,0.6629865553882079,0.6627030141270804,1
FordB,rf_classifier,3.1149002079982893,0.6641975308641975,0.6620879626505358,0.6618242666238283,2
FordB,rf_classifier,3.2625254160011536,0.6555555555555556,0.6530378190159042,0.652745907533046,3
FordB,rf_classifier,3.129902500000753,0.6765432098765433,0.6745111993177956,0.674257197997952,4
FordB,rf_classifier,3.240757167000993,0.6592592592592592,0.6553744080505131,0.6550130265427226,5
FreezerRegularTrain,rf_classifier,0.2167260419992089,0.950877192982456,0.9508281573498965,0.9508281573498965,1
FreezerRegularTrain,rf_classifier,0.2062895829985791,0.952280701754386,0.9522372110080166,0.9522372110080168,2
FreezerRegularTrain,rf_classifier,0.2092419170003268,0.9526315789473684,0.952587397231104,0.952587397231104,3
FreezerRegularTrain,rf_classifier,0.203479084000719,0.9498245614035088,0.94976637141134,0.94976637141134,4
FreezerRegularTrain,rf_classifier,0.2039964169998711,0.9526315789473684,0.9525853405333784,0.9525853405333784,5
FreezerSmallTrain,rf_classifier,0.198026750000281,0.7533333333333333,0.7523564485031071,0.7523564485031072,1
FreezerSmallTrain,rf_classifier,0.2019774170003074,0.7614035087719299,0.760490112863782,0.760490112863782,2
FreezerSmallTrain,rf_classifier,0.2107319999995525,0.7708771929824562,0.7704068131458985,0.7704068131458985,3
FreezerSmallTrain,rf_classifier,0.1948700840002857,0.7435087719298246,0.7425601826662998,0.7425601826662998,4
FreezerSmallTrain,rf_classifier,0.20366387499962,0.756140350877193,0.7551745828017916,0.7551745828017916,5
Fungi,rf_classifier,0.1908865419973153,0.7688172043010753,0.7905393189556658,0.7708275341417096,1
Fungi,rf_classifier,0.1980402080007479,0.7849462365591398,0.8122282432891383,0.7839602076164291,2
Fungi,rf_classifier,0.1993603750015609,0.7903225806451613,0.8077817229778015,0.7893938535779144,3
Fungi,rf_classifier,0.1986763749991951,0.7634408602150538,0.7908395606117734,0.762227075054311,4
Fungi,rf_classifier,0.1984190830007719,0.7688172043010753,0.8040230320920285,0.769047575653108,5
GestureMidAirD1,rf_classifier,0.2255236250020971,0.5230769230769231,0.4954781329781329,0.4954781329781331,1
GestureMidAirD1,rf_classifier,0.2139329170022392,0.5153846153846153,0.4905158044834157,0.4905158044834158,2
GestureMidAirD1,rf_classifier,0.2227708339996752,0.5230769230769231,0.4965319810908047,0.4965319810908046,3
GestureMidAirD1,rf_classifier,0.214466249999532,0.5307692307692308,0.511008436008436,0.5110084360084359,4
GestureMidAirD1,rf_classifier,0.2106397909992665,0.5153846153846153,0.492455834763527,0.492455834763527,5
GestureMidAirD2,rf_classifier,0.2154805829995894,0.4461538461538462,0.4536741036741037,0.4536741036741036,1
GestureMidAirD2,rf_classifier,0.2171152089977113,0.3923076923076923,0.3888201542047695,0.3888201542047695,2
GestureMidAirD2,rf_classifier,0.2194157500016444,0.3769230769230769,0.3835759326143941,0.3835759326143941,3
GestureMidAirD2,rf_classifier,0.2182927499998186,0.4076923076923077,0.4196697407670258,0.4196697407670258,4
GestureMidAirD2,rf_classifier,0.2122356250001758,0.4076923076923077,0.4166784070630225,0.4166784070630224,5
GestureMidAirD3,rf_classifier,0.2277515420028066,0.1923076923076923,0.1830946830946831,0.1830946830946831,1
GestureMidAirD3,rf_classifier,0.2277254999971774,0.2307692307692307,0.2294852470965831,0.2294852470965831,2
GestureMidAirD3,rf_classifier,0.2212175420027051,0.2,0.1934278282104369,0.1934278282104369,3
GestureMidAirD3,rf_classifier,0.2198053749998507,0.2076923076923077,0.1945110445110445,0.1945110445110445,4
GestureMidAirD3,rf_classifier,0.2250477079978736,0.2230769230769231,0.2159854034854035,0.2159854034854034,5
GesturePebbleZ1,rf_classifier,0.2043238330006715,0.6686046511627907,0.6529888538230297,0.6529331751925633,1
GesturePebbleZ1,rf_classifier,0.2137701249994279,0.6744186046511628,0.6625950992148174,0.6624069056103121,2
GesturePebbleZ1,rf_classifier,0.2177716250007506,0.6744186046511628,0.6583381029392311,0.6576545491313215,3
GesturePebbleZ1,rf_classifier,0.2063247909973142,0.6976744186046512,0.6855289816772375,0.6850397908233224,4
GesturePebbleZ1,rf_classifier,0.2022614999987126,0.6686046511627907,0.6563451980118646,0.6555868765171091,5
GesturePebbleZ2,rf_classifier,0.2139107500006503,0.6455696202531646,0.6306963026479225,0.6264396767312582,1
GesturePebbleZ2,rf_classifier,0.2080002080001577,0.6518987341772152,0.6361290287785304,0.6314411856302811,2
GesturePebbleZ2,rf_classifier,0.2137035410014505,0.6329113924050633,0.6214514190123946,0.6176385193983218,3
GesturePebbleZ2,rf_classifier,0.2121547919996373,0.6329113924050633,0.6225180360262004,0.6184141925866476,4
GesturePebbleZ2,rf_classifier,0.2138577080004324,0.6518987341772152,0.640622728797753,0.6363082969385533,5
GunPoint,rf_classifier,0.1946509160006826,0.9266666666666666,0.9262701639930292,0.926342255388236,1
GunPoint,rf_classifier,0.1999770000002172,0.9133333333333332,0.913020206075204,0.913089789910344,2
GunPoint,rf_classifier,0.1905061669967835,0.92,0.9197717953289356,0.9198288464967016,3
GunPoint,rf_classifier,0.1900177919997077,0.9333333333333332,0.9332264957264956,0.9332621082621082,4
GunPoint,rf_classifier,0.1904520829993998,0.9133333333333332,0.9128647392644892,0.912949938186097,5
GunPointAgeSpan,rf_classifier,0.2024012500005483,0.9620253164556962,0.9620253164556962,0.9620253164556962,1
GunPointAgeSpan,rf_classifier,0.2007793330012646,0.9620253164556962,0.9620253164556962,0.9620253164556962,2
GunPointAgeSpan,rf_classifier,0.2003369170015503,0.9620253164556962,0.9620253164556962,0.9620253164556962,3
GunPointAgeSpan,rf_classifier,0.2051908330031437,0.9683544303797468,0.9683531626807677,0.968355698078726,4
GunPointAgeSpan,rf_classifier,0.2047219580017554,0.9620253164556962,0.9620253164556962,0.9620253164556962,5
GunPointMaleVersusFemale,rf_classifier,0.2063701249971927,0.9683544303797468,0.9682002978706274,0.968312394240896,1
GunPointMaleVersusFemale,rf_classifier,0.198161208001693,0.9778481012658228,0.9777498365437812,0.977824704903432,2
GunPointMaleVersusFemale,rf_classifier,0.1959900000001653,0.9746835443037974,0.9745817245817244,0.9746631803593828,3
GunPointMaleVersusFemale,rf_classifier,0.2042037920000439,0.9746835443037974,0.9745817245817244,0.9746631803593828,4
GunPointMaleVersusFemale,rf_classifier,0.2101588750010705,0.9683544303797468,0.9682002978706274,0.968312394240896,5
GunPointOldVersusYoung,rf_classifier,0.2005902499986405,1.0,1.0,1.0,1
GunPointOldVersusYoung,rf_classifier,0.2113557500015304,1.0,1.0,1.0,2
GunPointOldVersusYoung,rf_classifier,0.2051286249989061,1.0,1.0,1.0,3
GunPointOldVersusYoung,rf_classifier,0.2038419999989855,1.0,1.0,1.0,4
GunPointOldVersusYoung,rf_classifier,0.2011597080017964,1.0,1.0,1.0,5
Ham,rf_classifier,0.2029087919981975,0.7047619047619048,0.7047619047619048,0.7047619047619048,1
Ham,rf_classifier,0.2000468340011139,0.7238095238095238,0.7234081206285766,0.723709173014287,2
Ham,rf_classifier,0.2049487499971292,0.7047619047619048,0.704654750022684,0.7048154821315152,3
Ham,rf_classifier,0.2102252909971866,0.6952380952380952,0.695210449927431,0.6952933858594236,4
Ham,rf_classifier,0.2029571669991128,0.7238095238095238,0.7234081206285766,0.723709173014287,5
HandOutlines,rf_classifier,1.7556587500002934,0.9054054054054054,0.8974590430038563,0.905482554554935,1
HandOutlines,rf_classifier,1.8558824159990763,0.9054054054054054,0.8974590430038563,0.905482554554935,2
HandOutlines,rf_classifier,1.7225249170005554,0.9027027027027028,0.8943561435233653,0.9027027027027028,3
HandOutlines,rf_classifier,1.64912995800114,0.9054054054054054,0.8974590430038563,0.905482554554935,4
HandOutlines,rf_classifier,1.4997513749985956,0.9054054054054054,0.8974590430038563,0.905482554554935,5
Haptics,rf_classifier,0.2093901250009366,0.4675324675324675,0.4335886597063068,0.435625539471987,1
Haptics,rf_classifier,0.2044034589998773,0.4512987012987013,0.4158264372088524,0.4178929099317811,2
Haptics,rf_classifier,0.2092876669994439,0.4448051948051948,0.4094805939710662,0.4119228327596182,3
Haptics,rf_classifier,0.2118899579982098,0.4577922077922078,0.4218030816595456,0.4243870761399061,4
Haptics,rf_classifier,0.2193091249973804,0.4448051948051948,0.4110315716387823,0.4131567148170564,5
Herring,rf_classifier,0.1927699580010085,0.578125,0.502160760587727,0.538623595505618,1
Herring,rf_classifier,0.1889251669999794,0.5625,0.4909090909090908,0.5267045454545454,2
Herring,rf_classifier,0.2018690000004426,0.546875,0.4652837798905214,0.5044475655430711,3
Herring,rf_classifier,0.2031035410000186,0.578125,0.5155592935239698,0.5482022708158116,4
Herring,rf_classifier,0.2003731670010893,0.609375,0.5622435020519836,0.5891757865937073,5
HouseTwenty,rf_classifier,0.1940075829988927,0.7142857142857143,0.7118233618233618,0.716076516076516,1
HouseTwenty,rf_classifier,0.1991234999986773,0.7394957983193278,0.7388318584070797,0.7409343347958652,2
HouseTwenty,rf_classifier,0.2033239170013985,0.7310924369747899,0.7301587301587302,0.7326930772308924,3
HouseTwenty,rf_classifier,0.1972547090008447,0.7478991596638656,0.7470238095238095,0.7493997599039615,4
HouseTwenty,rf_classifier,0.187547125002311,0.7478991596638656,0.7470238095238095,0.7493997599039615,5
InlineSkate,rf_classifier,0.2063462920013989,0.3381818181818182,0.3505147217214723,0.3357672629068062,1
InlineSkate,rf_classifier,0.2068437500020081,0.3436363636363636,0.3541355609529263,0.3394772479176952,2
InlineSkate,rf_classifier,0.2120820829986769,0.36,0.3719821313025863,0.3590526568641615,3
InlineSkate,rf_classifier,0.2141805829996883,0.3545454545454545,0.3641129920195108,0.3502474146066454,4
InlineSkate,rf_classifier,0.2012283750009373,0.3490909090909091,0.3594628912296035,0.345768688683963,5
InsectEPGRegularTrain,rf_classifier,0.1895956670014129,1.0,1.0,1.0,1
InsectEPGRegularTrain,rf_classifier,0.1934013330028392,1.0,1.0,1.0,2
InsectEPGRegularTrain,rf_classifier,0.2016590000021096,1.0,1.0,1.0,3
InsectEPGRegularTrain,rf_classifier,0.1887996669975109,1.0,1.0,1.0,4
InsectEPGRegularTrain,rf_classifier,0.1891643330018269,1.0,1.0,1.0,5
InsectEPGSmallTrain,rf_classifier,0.1991611660014314,1.0,1.0,1.0,1
InsectEPGSmallTrain,rf_classifier,0.1914617919974262,1.0,1.0,1.0,2
InsectEPGSmallTrain,rf_classifier,0.1882856249976612,1.0,1.0,1.0,3
InsectEPGSmallTrain,rf_classifier,0.1886313340000924,1.0,1.0,1.0,4
InsectEPGSmallTrain,rf_classifier,0.1905043750011827,1.0,1.0,1.0,5
InsectWingbeatSound,rf_classifier,0.2132067089987686,0.6474747474747474,0.6458665637426981,0.6458665637426982,1
InsectWingbeatSound,rf_classifier,0.2162692919991968,0.6454545454545455,0.6440518085700926,0.6440518085700926,2
InsectWingbeatSound,rf_classifier,0.212689791998855,0.6464646464646465,0.6446054541001671,0.6446054541001671,3
InsectWingbeatSound,rf_classifier,0.2229978340001253,0.6439393939393939,0.6423644914803996,0.6423644914803995,4
InsectWingbeatSound,rf_classifier,0.2253750419986318,0.6515151515151515,0.6493751060698952,0.6493751060698953,5
ItalyPowerDemand,rf_classifier,0.1997517080017132,0.9698736637512148,0.9698732085094326,0.9698735499407692,1
ItalyPowerDemand,rf_classifier,0.2001978330008569,0.9650145772594751,0.965014544218201,0.9650146433420236,2
ItalyPowerDemand,rf_classifier,0.2012640840002859,0.9698736637512148,0.9698735499420592,0.9698733792283256,3
ItalyPowerDemand,rf_classifier,0.1918126250020577,0.9689018464528668,0.9689018170828454,0.9689017289727808,4
ItalyPowerDemand,rf_classifier,0.2003777079989959,0.9659863945578232,0.9659863945578232,0.9659863945578232,5
LargeKitchenAppliances,rf_classifier,0.2496848329974454,0.5813333333333334,0.581069876569792,0.5810698765697919,1
LargeKitchenAppliances,rf_classifier,0.2502211249993706,0.5813333333333334,0.5812973788499171,0.581297378849917,2
LargeKitchenAppliances,rf_classifier,0.2641987909992167,0.5866666666666667,0.5863633829428601,0.5863633829428602,3
LargeKitchenAppliances,rf_classifier,0.2609269169988693,0.5733333333333334,0.5730846710188343,0.5730846710188343,4
LargeKitchenAppliances,rf_classifier,0.2606779579982685,0.5813333333333334,0.5811609704156265,0.5811609704156264,5
Lightning2,rf_classifier,0.2025057089995243,0.7704918032786885,0.7674291938997821,0.7696167720275724,1
Lightning2,rf_classifier,0.1949083340005017,0.7704918032786885,0.7653846153846153,0.7682219419924338,2
Lightning2,rf_classifier,0.2050336669999524,0.7704918032786885,0.7653846153846153,0.7682219419924338,3
Lightning2,rf_classifier,0.198620208997454,0.7540983606557377,0.7497949138638228,0.7524845681087696,4
Lightning2,rf_classifier,0.2094611669999722,0.7540983606557377,0.7497949138638228,0.7524845681087696,5
Lightning7,rf_classifier,0.2121256249993166,0.7397260273972602,0.7114952716456475,0.721330820105153,1
Lightning7,rf_classifier,0.2044416659991839,0.7534246575342466,0.7140966660130422,0.7303954537499475,2
Lightning7,rf_classifier,0.2048588750003546,0.7671232876712328,0.7336940836940836,0.7471149854711499,3
Lightning7,rf_classifier,0.2021600419975584,0.7397260273972602,0.7132298595713229,0.7239653467518485,4
Lightning7,rf_classifier,0.1992590410009143,0.7671232876712328,0.7397546897546897,0.7501452885014529,5
Mallat,rf_classifier,0.196276457998465,0.8537313432835821,0.8327559170699323,0.8315310347479623,1
Mallat,rf_classifier,0.2062075419999018,0.8597014925373134,0.841943839291758,0.8407669770074132,2
Mallat,rf_classifier,0.2027342500005033,0.8759061833688699,0.8652702864315882,0.8644417125999482,3
Mallat,rf_classifier,0.1950450000003911,0.8635394456289979,0.8430954380169704,0.8419932444987444,4
Mallat,rf_classifier,0.2021775409994006,0.8665245202558636,0.8510905593487608,0.8500280523036111,5
Meat,rf_classifier,0.2018217079967144,0.9333333333333332,0.934122934122934,0.934122934122934,1
Meat,rf_classifier,0.2000235000014072,0.95,0.9497171590194844,0.9497171590194846,2
Meat,rf_classifier,0.1928007079986855,0.9333333333333332,0.934122934122934,0.934122934122934,3
Meat,rf_classifier,0.190193457998248,0.9333333333333332,0.9331094582012576,0.9331094582012576,4
Meat,rf_classifier,0.1918991249985993,0.9333333333333332,0.934122934122934,0.934122934122934,5
MedicalImages,rf_classifier,0.2272248330009461,0.6947368421052632,0.5995241887419942,0.6658098052317277,1
MedicalImages,rf_classifier,0.2248269580013584,0.6947368421052632,0.6075216578152816,0.6669377029335011,2
MedicalImages,rf_classifier,0.2348041669974918,0.6921052631578948,0.6016264496455788,0.6628993835835092,3
MedicalImages,rf_classifier,0.2331581670005107,0.6934210526315789,0.5957203367134968,0.6651343239470534,4
MedicalImages,rf_classifier,0.214760416001809,0.6907894736842105,0.5903280502970906,0.6616570072248743,5
MelbournePedestrian,rf_classifier,0.2940584160023718,0.9646399310047434,0.9636808926624364,0.9645676075028828,1
MelbournePedestrian,rf_classifier,0.2838020410017634,0.9659335920655456,0.9649705133771956,0.965864647192604,2
MelbournePedestrian,rf_classifier,0.2722639589992468,0.9642087106511428,0.9632117625775324,0.9641273289505744,3
MelbournePedestrian,rf_classifier,0.2786199160000251,0.965071151358344,0.9640774155783004,0.9649843390081468,4
MelbournePedestrian,rf_classifier,0.2921920839980885,0.9642087106511428,0.963295158648023,0.964104569938321,5
MiddlePhalanxOutlineCorrect,rf_classifier,0.2728711250019842,0.8006872852233677,0.7895301276935356,0.7963576420028358,1
MiddlePhalanxOutlineCorrect,rf_classifier,0.2805396660005499,0.8075601374570447,0.7980969372584003,0.8042555278638673,2
MiddlePhalanxOutlineCorrect,rf_classifier,0.2761540409992449,0.8109965635738832,0.8031776873224541,0.8087048239829471,3
MiddlePhalanxOutlineCorrect,rf_classifier,0.2767954580012883,0.8006872852233677,0.7921428571428571,0.7980805105547374,4
MiddlePhalanxOutlineCorrect,rf_classifier,0.2816455829997721,0.7972508591065293,0.7882487882487883,0.7944002033349113,5
MiddlePhalanxOutlineAgeGroup,rf_classifier,0.2133617079998657,0.5909090909090909,0.4749206349206349,0.5622840651412081,1
MiddlePhalanxOutlineAgeGroup,rf_classifier,0.2089641249986016,0.564935064935065,0.4464751557016533,0.5344059847203431,2
MiddlePhalanxOutlineAgeGroup,rf_classifier,0.2142432910004572,0.5909090909090909,0.4652081236534244,0.553909962587745,3
MiddlePhalanxOutlineAgeGroup,rf_classifier,0.2173521670010814,0.5909090909090909,0.4757954545454545,0.5624948347107438,4
MiddlePhalanxOutlineAgeGroup,rf_classifier,0.2107897079986287,0.577922077922078,0.4601355773726039,0.5487171454071874,5
MiddlePhalanxTW,rf_classifier,0.2148898329978692,0.5584415584415584,0.4028648492013802,0.5434667746068766,1
MiddlePhalanxTW,rf_classifier,0.2216701249999459,0.577922077922078,0.419350009127347,0.5610122511811916,2
MiddlePhalanxTW,rf_classifier,0.2102187919990683,0.538961038961039,0.379975465246783,0.5261809680414332,3
MiddlePhalanxTW,rf_classifier,0.2170623340025486,0.551948051948052,0.3946688047734518,0.5365662677063697,4
MiddlePhalanxTW,rf_classifier,0.2138709160026337,0.551948051948052,0.3992734389190646,0.5384916582828304,5
MixedShapesRegularTrain,rf_classifier,0.3470063749991823,0.8721649484536083,0.8733183480043338,0.8715782249600577,1
MixedShapesRegularTrain,rf_classifier,0.3494031669979449,0.8738144329896907,0.8742996520819842,0.8730341714065172,2
MixedShapesRegularTrain,rf_classifier,0.3444472920018597,0.8725773195876289,0.872685506515802,0.8716359032798633,3
MixedShapesRegularTrain,rf_classifier,0.3312766249982815,0.8717525773195877,0.8724691252705341,0.8708608821460851,4
MixedShapesRegularTrain,rf_classifier,0.3177155419980408,0.876701030927835,0.877348372411725,0.8759580464793413,5
MixedShapesSmallTrain,rf_classifier,0.2008017079970159,0.7810309278350516,0.7777349011166281,0.7753695777523444,1
MixedShapesSmallTrain,rf_classifier,0.2041026249971764,0.7839175257731958,0.7800771803120193,0.7786121893535843,2
MixedShapesSmallTrain,rf_classifier,0.2108676659991033,0.7752577319587629,0.7716035550032225,0.7695416359214267,3
MixedShapesSmallTrain,rf_classifier,0.1994818329985719,0.7760824742268041,0.7724908861354585,0.7701924526751368,4
MixedShapesSmallTrain,rf_classifier,0.202197916998557,0.780618556701031,0.7775888368871858,0.7754111677678427,5
MoteStrain,rf_classifier,0.1912803330014867,0.8873801916932907,0.8863880191657307,0.8872190696589005,1
MoteStrain,rf_classifier,0.2015599160004058,0.8825878594249201,0.881691129534598,0.8824973637479152,2
MoteStrain,rf_classifier,0.1938315410006907,0.884185303514377,0.8831649842484466,0.8840196106421319,3
MoteStrain,rf_classifier,0.1915287499978148,0.8825878594249201,0.8814808518201541,0.8823774364917828,4
MoteStrain,rf_classifier,0.2064715000014985,0.884185303514377,0.8832341202841643,0.8840590402537294,5
NonInvasiveFetalECGThorax1,rf_classifier,1.3531042499998875,0.8778625954198473,0.8737278861635024,0.8770396117525882,1
NonInvasiveFetalECGThorax1,rf_classifier,1.3679641250018904,0.8839694656488549,0.8791149446606118,0.8828716700734965,2
NonInvasiveFetalECGThorax1,rf_classifier,1.3754471669999475,0.8798982188295166,0.8748833990551181,0.8784728371856162,3
NonInvasiveFetalECGThorax1,rf_classifier,1.3841864579990215,0.8844783715012723,0.880687064012959,0.8842781998485144,4
NonInvasiveFetalECGThorax1,rf_classifier,1.3814134999993255,0.8834605597964377,0.8790651639369552,0.8823564783845856,5
NonInvasiveFetalECGThorax2,rf_classifier,1.377553041002102,0.9119592875318068,0.9087075422741958,0.9117046046597512,1
NonInvasiveFetalECGThorax2,rf_classifier,1.396086042001116,0.9119592875318068,0.9087008935598044,0.9119483614825996,2
NonInvasiveFetalECGThorax2,rf_classifier,1.4052872089996526,0.9119592875318068,0.9085728627831076,0.911664357222009,3
NonInvasiveFetalECGThorax2,rf_classifier,1.382754082998872,0.9114503816793892,0.9077921305401064,0.9112059904335952,4
NonInvasiveFetalECGThorax2,rf_classifier,1.379441917000804,0.9073791348600508,0.9040524561852916,0.9074740879280438,5
OliveOil,rf_classifier,0.1820299160026479,0.9,0.8735087719298245,0.8917660818713451,1
OliveOil,rf_classifier,0.2031682090018876,0.9,0.8735087719298245,0.8917660818713451,2
OliveOil,rf_classifier,0.2069994580015191,0.9,0.8735087719298245,0.8917660818713451,3
OliveOil,rf_classifier,0.1993963339991751,0.9,0.8735087719298245,0.8917660818713451,4
OliveOil,rf_classifier,0.2018520829988119,0.9,0.8735087719298245,0.8917660818713451,5
OSULeaf,rf_classifier,0.2140348749999248,0.5041322314049587,0.47325824183918,0.4707519391022696,1
OSULeaf,rf_classifier,0.2071272079992923,0.5,0.470312201648176,0.4704305039612709,2
OSULeaf,rf_classifier,0.2137974159995792,0.5041322314049587,0.4760192534371725,0.4755527493214241,3
OSULeaf,rf_classifier,0.2129445840000698,0.5247933884297521,0.4919448382598738,0.4951245528045204,4
OSULeaf,rf_classifier,0.2115340839991404,0.512396694214876,0.4824756482983067,0.4822253581890648,5
PhalangesOutlinesCorrect,rf_classifier,0.6324219159978384,0.8228438228438228,0.802064108790675,0.8165650603241666,1
PhalangesOutlinesCorrect,rf_classifier,0.6296019580004213,0.8216783216783217,0.8002534985385032,0.8150450134464204,2
PhalangesOutlinesCorrect,rf_classifier,0.5642282500011788,0.817016317016317,0.79503136778134,0.8102095889613598,3
PhalangesOutlinesCorrect,rf_classifier,0.5109167919981701,0.8216783216783217,0.7999100712570972,0.8148324761394914,4
