dataset,backend,total_time,accuracy,f1_macro,f1_weighted,target_length,seed
NonInvasiveFetalECGThorax1,cpu,29.0481669159999,0.9399491094147584,0.9352545461841888,0.938385367555758,15000,42
Rock,cpu,0.8105764579995594,0.92,0.9193970503181028,0.9202955465587044,15000,42
HouseTwenty,cpu,1.3278844999986177,0.9495798319327732,0.9482608695652174,0.9495798319327732,15000,42
PigArtPressure,cpu,2.1069352090016764,0.9855769230769232,0.9848595848595848,0.9848595848595848,15000,42
Chinatown,cpu,0.0764106249989708,0.9825072886297376,0.9784385214986172,0.9826711316014606,15000,42
SonyAIBORobotSurface1,cpu,0.4057761660005781,0.9201331114808652,0.919829253651704,0.9205273054213986,15000,42
SmoothSubspace,cpu,0.0292796659996383,0.96,0.9599966663333,0.9599966663333,15000,42
ItalyPowerDemand,cpu,0.2250723329998436,0.967930029154519,0.9679295445422992,0.967929908001464,15000,42
SmoothSubspace,cpu,0.030886125001416,0.96,0.9599966663333,0.9599966663333,15000,42
Strawberry,cpu,1.8379648750014896,0.9756756756756756,0.9737172353372956,0.9757726281676746,15000,42
HandOutlines,mps,43.10661262499707,0.9486486486486486,0.9431574691732364,0.9481234053944788,16000,42
FordB,mps,20.18758012499893,0.8197530864197531,0.8196431294799451,0.8196871122558683,16000,42
NonInvasiveFetalECGThorax1,mps,25.694460875001823,0.9399491094147584,0.9352545461841888,0.938385367555758,16000,42
Rock,mps,2.3138190000026952,0.92,0.9193970503181028,0.9202955465587044,16000,42
HouseTwenty,mps,3.257837582998036,0.9495798319327732,0.9482608695652174,0.9495798319327732,16000,42
PigArtPressure,mps,6.381408917000954,0.9855769230769232,0.9848595848595848,0.9848595848595848,16000,42
Chinatown,mps,0.0124122919987712,0.9825072886297376,0.9784385214986172,0.9826711316014606,16000,42
SonyAIBORobotSurface1,mps,0.1447550829980173,0.9201331114808652,0.919829253651704,0.9205273054213986,16000,42
SmoothSubspace,mps,0.0087414159970649,0.96,0.9599966663333,0.9599966663333,16000,42
ItalyPowerDemand,mps,0.0310775829966587,0.967930029154519,0.9679295445422992,0.967929908001464,16000,42
SmoothSubspace,mps,0.0079073749984672,0.96,0.9599966663333,0.9599966663333,16000,42
Strawberry,mps,1.516766959000961,0.9756756756756756,0.9737172353372956,0.9757726281676746,16000,42
HandOutlines,cpu,13.702409957997588,0.9486486486486486,0.9431574691732364,0.9481234053944788,16000,42
FordB,cpu,23.432237625002017,0.8197530864197531,0.8196431294799451,0.8196871122558683,16000,42
NonInvasiveFetalECGThorax1,cpu,28.93444791699949,0.9399491094147584,0.9352545461841888,0.938385367555758,16000,42
Rock,cpu,0.8063145829983114,0.92,0.9193970503181028,0.9202955465587044,16000,42
HouseTwenty,cpu,1.282694249999622,0.9495798319327732,0.9482608695652174,0.9495798319327732,16000,42
PigArtPressure,cpu,2.046185125000193,0.9855769230769232,0.9848595848595848,0.9848595848595848,16000,42
Chinatown,cpu,0.075627499998518,0.9825072886297376,0.9784385214986172,0.9826711316014606,16000,42
SonyAIBORobotSurface1,cpu,0.4125280000007478,0.9201331114808652,0.919829253651704,0.9205273054213986,16000,42
SmoothSubspace,cpu,0.0297315829993749,0.96,0.9599966663333,0.9599966663333,16000,42
ItalyPowerDemand,cpu,0.2149718330001633,0.967930029154519,0.9679295445422992,0.967929908001464,16000,42
SmoothSubspace,cpu,0.0333281669991265,0.96,0.9599966663333,0.9599966663333,16000,42
Strawberry,cpu,1.9390608329995305,0.9756756756756756,0.9737172353372956,0.9757726281676746,16000,42
HandOutlines,mps,43.1051190420003,0.9486486486486486,0.9431574691732364,0.9481234053944788,17000,42
FordB,mps,35.70925025000179,0.8197530864197531,0.8196431294799451,0.8196871122558683,17000,42
NonInvasiveFetalECGThorax1,mps,48.68212858300103,0.9399491094147584,0.9352545461841888,0.938385367555758,17000,42
Rock,mps,2.315957583999989,0.92,0.9193970503181028,0.9202955465587044,17000,42
HouseTwenty,mps,3.250016999998479,0.9495798319327732,0.9482608695652174,0.9495798319327732,17000,42
PigArtPressure,mps,6.386811833999673,0.9855769230769232,0.9848595848595848,0.9848595848595848,17000,42
Chinatown,mps,0.0124964169990562,0.9825072886297376,0.9784385214986172,0.9826711316014606,17000,42
SonyAIBORobotSurface1,mps,0.1465550409993739,0.9201331114808652,0.919829253651704,0.9205273054213986,17000,42
SmoothSubspace,mps,0.0084047089985688,0.96,0.9599966663333,0.9599966663333,17000,42
ItalyPowerDemand,mps,0.0311072090007655,0.967930029154519,0.9679295445422992,0.967929908001464,17000,42
SmoothSubspace,mps,0.0075076659995829,0.96,0.9599966663333,0.9599966663333,17000,42
Strawberry,mps,1.5198227079999924,0.9756756756756756,0.9737172353372956,0.9757726281676746,17000,42
HandOutlines,cpu,13.519368625002244,0.9486486486486486,0.9431574691732364,0.9481234053944788,17000,42
FordB,cpu,22.942534624999094,0.8197530864197531,0.8196431294799451,0.8196871122558683,17000,42
NonInvasiveFetalECGThorax1,cpu,29.918608874999336,0.9399491094147584,0.9352545461841888,0.938385367555758,17000,42
Rock,cpu,0.7687738330023421,0.92,0.9193970503181028,0.9202955465587044,17000,42
HouseTwenty,cpu,1.2841948749992298,0.9495798319327732,0.9482608695652174,0.9495798319327732,17000,42
PigArtPressure,cpu,2.042658709000534,0.9855769230769232,0.9848595848595848,0.9848595848595848,17000,42
Chinatown,cpu,0.0791755829995963,0.9825072886297376,0.9784385214986172,0.9826711316014606,17000,42
SonyAIBORobotSurface1,cpu,0.4077810829985537,0.9201331114808652,0.919829253651704,0.9205273054213986,17000,42
SmoothSubspace,cpu,0.0310743750014808,0.96,0.9599966663333,0.9599966663333,17000,42
ItalyPowerDemand,cpu,0.2314400419963931,0.967930029154519,0.9679295445422992,0.967929908001464,17000,42
SmoothSubspace,cpu,0.0335044579987879,0.96,0.9599966663333,0.9599966663333,17000,42
Strawberry,cpu,1.929737958998885,0.9756756756756756,0.9737172353372956,0.9757726281676746,17000,42
HandOutlines,mps,43.10329025000101,0.9486486486486486,0.9431574691732364,0.9481234053944788,18000,42
FordB,mps,35.724067415998434,0.8197530864197531,0.8196431294799451,0.8196871122558683,18000,42
NonInvasiveFetalECGThorax1,mps,48.8272688750003,0.9399491094147584,0.9352545461841888,0.938385367555758,18000,42
Rock,mps,4.2408809999978985,0.92,0.9193970503181028,0.9202955465587044,18000,42
HouseTwenty,mps,6.066276749999815,0.9495798319327732,0.9482608695652174,0.9495798319327732,18000,42
PigArtPressure,mps,12.11514891600018,0.9855769230769232,0.9848595848595848,0.9848595848595848,18000,42
Chinatown,mps,0.0127651670009072,0.9825072886297376,0.9784385214986172,0.9826711316014606,18000,42
SonyAIBORobotSurface1,mps,0.1471399170004588,0.9201331114808652,0.919829253651704,0.9205273054213986,18000,42
SmoothSubspace,mps,0.0074357089979457,0.96,0.9599966663333,0.9599966663333,18000,42
ItalyPowerDemand,mps,0.030474333998427,0.967930029154519,0.9679295445422992,0.967929908001464,18000,42
SmoothSubspace,mps,0.0078575420011475,0.96,0.9599966663333,0.9599966663333,18000,42
Strawberry,mps,1.525951083000109,0.9756756756756756,0.9737172353372956,0.9757726281676746,18000,42
HandOutlines,cpu,13.53063233300054,0.9486486486486486,0.9431574691732364,0.9481234053944788,18000,42
FordB,cpu,21.91268299999865,0.8197530864197531,0.8196431294799451,0.8196871122558683,18000,42
NonInvasiveFetalECGThorax1,cpu,28.77758320799694,0.9399491094147584,0.9352545461841888,0.938385367555758,18000,42
Rock,cpu,0.739146209001774,0.92,0.9193970503181028,0.9202955465587044,18000,42
HouseTwenty,cpu,1.311625083002582,0.9495798319327732,0.9482608695652174,0.9495798319327732,18000,42
PigArtPressure,cpu,2.084327125001437,0.9855769230769232,0.9848595848595848,0.9848595848595848,18000,42
Chinatown,cpu,0.0900706669999635,0.9825072886297376,0.9784385214986172,0.9826711316014606,18000,42
SonyAIBORobotSurface1,cpu,0.4199740000003658,0.9201331114808652,0.919829253651704,0.9205273054213986,18000,42
SmoothSubspace,cpu,0.0304728750015783,0.96,0.9599966663333,0.9599966663333,18000,42
ItalyPowerDemand,cpu,0.2198029170031077,0.967930029154519,0.9679295445422992,0.967929908001464,18000,42
SmoothSubspace,cpu,0.0305967919994145,0.96,0.9599966663333,0.9599966663333,18000,42
Strawberry,cpu,1.8990191250013595,0.9756756756756756,0.9737172353372956,0.9757726281676746,18000,42
HandOutlines,mps,81.87427470800321,0.9486486486486486,0.9431574691732364,0.9481234053944788,19000,42
FordB,mps,35.71989416699944,0.8197530864197531,0.8196431294799451,0.8196871122558683,19000,42
NonInvasiveFetalECGThorax1,mps,48.77339229199788,0.9399491094147584,0.9352545461841888,0.938385367555758,19000,42
Rock,mps,4.239650957999402,0.92,0.9193970503181028,0.9202955465587044,19000,42
HouseTwenty,mps,6.060317415998725,0.9495798319327732,0.9482608695652174,0.9495798319327732,19000,42
PigArtPressure,mps,12.11271358399972,0.9855769230769232,0.9848595848595848,0.9848595848595848,19000,42
Chinatown,mps,0.0123070000008738,0.9825072886297376,0.9784385214986172,0.9826711316014606,19000,42
SonyAIBORobotSurface1,mps,0.1313184999999066,0.9201331114808652,0.919829253651704,0.9205273054213986,19000,42
SmoothSubspace,mps,0.0076115419979032,0.96,0.9599966663333,0.9599966663333,19000,42
ItalyPowerDemand,mps,0.0293651659994793,0.967930029154519,0.9679295445422992,0.967929908001464,19000,42
SmoothSubspace,mps,0.0073084169998764,0.96,0.9599966663333,0.9599966663333,19000,42
Strawberry,mps,1.535335083000973,0.9756756756756756,0.9737172353372956,0.9757726281676746,19000,42
HandOutlines,cpu,13.42138541699751,0.9486486486486486,0.9431574691732364,0.9481234053944788,19000,42
FordB,cpu,22.1393234160023,0.8197530864197531,0.8196431294799451,0.8196871122558683,19000,42
NonInvasiveFetalECGThorax1,cpu,29.054808374999993,0.9399491094147584,0.9352545461841888,0.938385367555758,19000,42
Rock,cpu,0.7481920000027458,0.92,0.9193970503181028,0.9202955465587044,19000,42
HouseTwenty,cpu,1.3053869579998718,0.9495798319327732,0.9482608695652174,0.9495798319327732,19000,42
PigArtPressure,cpu,2.082182665999426,0.9855769230769232,0.9848595848595848,0.9848595848595848,19000,42
Chinatown,cpu,0.0769349580004927,0.9825072886297376,0.9784385214986172,0.9826711316014606,19000,42
SonyAIBORobotSurface1,cpu,0.416174542002409,0.9201331114808652,0.919829253651704,0.9205273054213986,19000,42
SmoothSubspace,cpu,0.029909041000792,0.96,0.9599966663333,0.9599966663333,19000,42
ItalyPowerDemand,cpu,0.2179231249974691,0.967930029154519,0.9679295445422992,0.967929908001464,19000,42
SmoothSubspace,cpu,0.0305463330005295,0.96,0.9599966663333,0.9599966663333,19000,42
Strawberry,cpu,1.9275044169989997,0.9756756756756756,0.9737172353372956,0.9757726281676746,19000,42
HandOutlines,mps,81.87801179099915,0.9486486486486486,0.9431574691732364,0.9481234053944788,20000,42
FordB,mps,35.80646933400203,0.8197530864197531,0.8196431294799451,0.8196871122558683,20000,42
NonInvasiveFetalECGThorax1,mps,48.71187475000261,0.9399491094147584,0.9352545461841888,0.938385367555758,20000,42
Rock,mps,4.372480875001202,0.92,0.9193970503181028,0.9202955465587044,20000,42
HouseTwenty,mps,6.241437874999974,0.9495798319327732,0.9482608695652174,0.9495798319327732,20000,42
PigArtPressure,mps,11.984927207999135,0.9855769230769232,0.9848595848595848,0.9848595848595848,20000,42
Chinatown,mps,0.0124515409988816,0.9825072886297376,0.9784385214986172,0.9826711316014606,20000,42
SonyAIBORobotSurface1,mps,0.1321867919978103,0.9201331114808652,0.919829253651704,0.9205273054213986,20000,42
SmoothSubspace,mps,0.0070630419977533,0.96,0.9599966663333,0.9599966663333,20000,42
ItalyPowerDemand,mps,0.029900000001362,0.967930029154519,0.9679295445422992,0.967929908001464,20000,42
SmoothSubspace,mps,0.008060000000114,0.96,0.9599966663333,0.9599966663333,20000,42
Strawberry,mps,1.4959407089991146,0.9756756756756756,0.9737172353372956,0.9757726281676746,20000,42
HandOutlines,cpu,13.382578624998132,0.9486486486486486,0.9431574691732364,0.9481234053944788,20000,42
FordB,cpu,21.85672162499759,0.8197530864197531,0.8196431294799451,0.8196871122558683,20000,42
NonInvasiveFetalECGThorax1,cpu,28.719512333998864,0.9399491094147584,0.9352545461841888,0.938385367555758,20000,42
Rock,cpu,0.7506122080012574,0.92,0.9193970503181028,0.9202955465587044,20000,42
HouseTwenty,cpu,1.2766316250017553,0.9495798319327732,0.9482608695652174,0.9495798319327732,20000,42
PigArtPressure,cpu,2.0699606250018405,0.9855769230769232,0.9848595848595848,0.9848595848595848,20000,42
Chinatown,cpu,0.0750950410001678,0.9825072886297376,0.9784385214986172,0.9826711316014606,20000,42
SonyAIBORobotSurface1,cpu,0.4129872919984336,0.9201331114808652,0.919829253651704,0.9205273054213986,20000,42
SmoothSubspace,cpu,0.0298910000019532,0.96,0.9599966663333,0.9599966663333,20000,42
ItalyPowerDemand,cpu,0.2134193749989208,0.967930029154519,0.9679295445422992,0.967929908001464,20000,42
SmoothSubspace,cpu,0.0303782500013767,0.96,0.9599966663333,0.9599966663333,20000,42
Strawberry,cpu,1.8815345830007573,0.9756756756756756,0.9737172353372956,0.9757726281676746,20000,42
HandOutlines,mps,81.86473254199882,0.9486486486486486,0.9431574691732364,0.9481234053944788,21000,42
FordB,mps,35.67961749999813,0.8197530864197531,0.8196431294799451,0.8196871122558683,21000,42
NonInvasiveFetalECGThorax1,mps,48.743190125002,0.9399491094147584,0.9352545461841888,0.938385367555758,21000,42
Rock,mps,4.363098124998942,0.92,0.9193970503181028,0.9202955465587044,21000,42
HouseTwenty,mps,6.234934874999453,0.9495798319327732,0.9482608695652174,0.9495798319327732,21000,42
PigArtPressure,mps,11.986524792002456,0.9855769230769232,0.9848595848595848,0.9848595848595848,21000,42
Chinatown,mps,0.0131957910016353,0.9825072886297376,0.9784385214986172,0.9826711316014606,21000,42
SonyAIBORobotSurface1,mps,0.13193712499924,0.9201331114808652,0.919829253651704,0.9205273054213986,21000,42
SmoothSubspace,mps,0.0076843749993713,0.96,0.9599966663333,0.9599966663333,21000,42
ItalyPowerDemand,mps,0.0298737910015916,0.967930029154519,0.9679295445422992,0.967929908001464,21000,42
SmoothSubspace,mps,0.0082052090001525,0.96,0.9599966663333,0.9599966663333,21000,42
Strawberry,mps,1.5180257499996517,0.9756756756756756,0.9737172353372956,0.9757726281676746,21000,42
HandOutlines,cpu,13.45353116700062,0.9486486486486486,0.9431574691732364,0.9481234053944788,21000,42
FordB,cpu,21.44019770900195,0.8197530864197531,0.8196431294799451,0.8196871122558683,21000,42
NonInvasiveFetalECGThorax1,cpu,27.94538479200128,0.9399491094147584,0.9352545461841888,0.938385367555758,21000,42
Rock,cpu,0.8490690420003375,0.92,0.9193970503181028,0.9202955465587044,21000,42
HouseTwenty,cpu,1.2761774159989727,0.9495798319327732,0.9482608695652174,0.9495798319327732,21000,42
PigArtPressure,cpu,2.0652355829988664,0.9855769230769232,0.9848595848595848,0.9848595848595848,21000,42
Chinatown,cpu,0.077013165999233,0.9825072886297376,0.9784385214986172,0.9826711316014606,21000,42
SonyAIBORobotSurface1,cpu,0.4258065829999395,0.9201331114808652,0.919829253651704,0.9205273054213986,21000,42
SmoothSubspace,cpu,0.0314699580012529,0.96,0.9599966663333,0.9599966663333,21000,42
ItalyPowerDemand,cpu,0.2298722910018114,0.967930029154519,0.9679295445422992,0.967929908001464,21000,42
SmoothSubspace,cpu,0.0309104580010171,0.96,0.9599966663333,0.9599966663333,21000,42
Strawberry,cpu,1.8500368749992049,0.9756756756756756,0.9737172353372956,0.9757726281676746,21000,42
HandOutlines,mps,82.13956029199835,0.9486486486486486,0.9431574691732364,0.9481234053944788,22000,42
FordB,mps,35.70024750000084,0.8197530864197531,0.8196431294799451,0.8196871122558683,22000,42
NonInvasiveFetalECGThorax1,mps,48.86094262500046,0.9399491094147584,0.9352545461841888,0.938385367555758,22000,42
Rock,mps,4.366946499998448,0.92,0.9193970503181028,0.9202955465587044,22000,42
HouseTwenty,mps,6.12186812499931,0.9495798319327732,0.9482608695652174,0.9495798319327732,22000,42
PigArtPressure,mps,12.152915916998609,0.9855769230769232,0.9848595848595848,0.9848595848595848,22000,42
Chinatown,mps,0.012766541000019,0.9825072886297376,0.9784385214986172,0.9826711316014606,22000,42
SonyAIBORobotSurface1,mps,0.1316041669997503,0.9201331114808652,0.919829253651704,0.9205273054213986,22000,42
SmoothSubspace,mps,0.0078736249997746,0.96,0.9599966663333,0.9599966663333,22000,42
ItalyPowerDemand,mps,0.0292823329982638,0.967930029154519,0.9679295445422992,0.967929908001464,22000,42
SmoothSubspace,mps,0.0071728750008333,0.96,0.9599966663333,0.9599966663333,22000,42
Strawberry,mps,1.5281534160021693,0.9756756756756756,0.9737172353372956,0.9757726281676746,22000,42
HandOutlines,cpu,13.044551584000146,0.9486486486486486,0.9431574691732364,0.9481234053944788,22000,42
FordB,cpu,21.496878624999223,0.8197530864197531,0.8196431294799451,0.8196871122558683,22000,42
NonInvasiveFetalECGThorax1,cpu,27.47320183299962,0.9399491094147584,0.9352545461841888,0.938385367555758,22000,42
Rock,cpu,0.7983262919988192,0.92,0.9193970503181028,0.9202955465587044,22000,42
HouseTwenty,cpu,1.3002471670006344,0.9495798319327732,0.9482608695652174,0.9495798319327732,22000,42
PigArtPressure,cpu,2.0613135419989703,0.9855769230769232,0.9848595848595848,0.9848595848595848,22000,42
Chinatown,cpu,0.0776270419992215,0.9825072886297376,0.9784385214986172,0.9826711316014606,22000,42
SonyAIBORobotSurface1,cpu,0.4052039579983102,0.9201331114808652,0.919829253651704,0.9205273054213986,22000,42
SmoothSubspace,cpu,0.0304128749994561,0.96,0.9599966663333,0.9599966663333,22000,42
ItalyPowerDemand,cpu,0.2151303749997168,0.967930029154519,0.9679295445422992,0.967929908001464,22000,42
SmoothSubspace,cpu,0.0321201660008227,0.96,0.9599966663333,0.9599966663333,22000,42
Strawberry,cpu,1.832282999999734,0.9756756756756756,0.9737172353372956,0.9757726281676746,22000,42
HandOutlines,mps,82.44031520899807,0.9486486486486486,0.9431574691732364,0.9481234053944788,23000,42
FordB,mps,36.07529908300057,0.8197530864197531,0.8196431294799451,0.8196871122558683,23000,42
NonInvasiveFetalECGThorax1,mps,48.87637458300014,0.9399491094147584,0.9352545461841888,0.938385367555758,23000,42
Rock,mps,4.252510790996894,0.92,0.9193970503181028,0.9202955465587044,23000,42
HouseTwenty,mps,6.10867212499943,0.9495798319327732,0.9482608695652174,0.9495798319327732,23000,42
PigArtPressure,mps,12.15702012499969,0.9855769230769232,0.9848595848595848,0.9848595848595848,23000,42
Chinatown,mps,0.0131624999994528,0.9825072886297376,0.9784385214986172,0.9826711316014606,23000,42
SonyAIBORobotSurface1,mps,0.1333295000004,0.9201331114808652,0.919829253651704,0.9205273054213986,23000,42
SmoothSubspace,mps,0.0076914999990549,0.96,0.9599966663333,0.9599966663333,23000,42
ItalyPowerDemand,mps,0.0317695420017116,0.967930029154519,0.9679295445422992,0.967929908001464,23000,42
SmoothSubspace,mps,0.0074673749986686,0.96,0.9599966663333,0.9599966663333,23000,42
Strawberry,mps,1.512563707998197,0.9756756756756756,0.9737172353372956,0.9757726281676746,23000,42
HandOutlines,cpu,14.04362229200342,0.9486486486486486,0.9431574691732364,0.9481234053944788,23000,42
FordB,cpu,20.779258625003425,0.8197530864197531,0.8196431294799451,0.8196871122558683,23000,42
NonInvasiveFetalECGThorax1,cpu,26.417906832997687,0.9399491094147584,0.9352545461841888,0.938385367555758,23000,42
Rock,cpu,0.8144225840005674,0.92,0.9193970503181028,0.9202955465587044,23000,42
HouseTwenty,cpu,1.3813132089999272,0.9495798319327732,0.9482608695652174,0.9495798319327732,23000,42
PigArtPressure,cpu,2.084236916998634,0.9855769230769232,0.9848595848595848,0.9848595848595848,23000,42
Chinatown,cpu,0.0888889580019167,0.9825072886297376,0.9784385214986172,0.9826711316014606,23000,42
SonyAIBORobotSurface1,cpu,0.4208165839991125,0.9201331114808652,0.919829253651704,0.9205273054213986,23000,42
SmoothSubspace,cpu,0.0285130829979607,0.96,0.9599966663333,0.9599966663333,23000,42
ItalyPowerDemand,cpu,0.2229483749979408,0.967930029154519,0.9679295445422992,0.967929908001464,23000,42
SmoothSubspace,cpu,0.0296774999987974,0.96,0.9599966663333,0.9599966663333,23000,42
Strawberry,cpu,1.776325540999096,0.9756756756756756,0.9737172353372956,0.9757726281676746,23000,42
