dataset,backend,total_time,accuracy,f1_macro,f1_weighted,target_length,seed
SonyAIBORobotSurface1,mps,0.5606604170025093,0.9201331114808652,0.919829253651704,0.9205273054213986,4000,42
SmoothSubspace,mps,0.027391790994443,0.96,0.9599966663333,0.9599966663333,4000,42
ItalyPowerDemand,mps,0.1327958750043762,0.967930029154519,0.9679295445422992,0.967929908001464,4000,42
SmoothSubspace,mps,0.0217294159956509,0.96,0.9599966663333,0.9599966663333,4000,42
Strawberry,mps,3.4213579580100486,0.9756756756756756,0.9737172353372956,0.9757726281676746,4000,42
HandOutlines,cpu,39.15833166599623,0.9486486486486486,0.9431574691732364,0.9481234053944788,4000,42
FordB,cpu,31.66015474998858,0.8197530864197531,0.8196431294799451,0.8196871122558683,4000,42
NonInvasiveFetalECGThorax1,cpu,27.25812225000118,0.9399491094147584,0.9352545461841888,0.938385367555758,4000,42
Rock,cpu,2.163621707994025,0.92,0.9193970503181028,0.9202955465587044,4000,42
HouseTwenty,cpu,3.5432124999933876,0.9495798319327732,0.9482608695652174,0.9495798319327732,4000,42
PigArtPressure,cpu,5.685491459007608,0.9855769230769232,0.9848595848595848,0.9848595848595848,4000,42
Chinatown,cpu,0.118920209002681,0.9825072886297376,0.9784385214986172,0.9826711316014606,4000,42
SonyAIBORobotSurface1,cpu,0.7923095409933012,0.9201331114808652,0.919829253651704,0.9205273054213986,4000,42
SmoothSubspace,cpu,0.0579922090109903,0.96,0.9599966663333,0.9599966663333,4000,42
ItalyPowerDemand,cpu,0.4353109579969896,0.967930029154519,0.9679295445422992,0.967929908001464,4000,42
SmoothSubspace,cpu,0.0723345000005792,0.96,0.9599966663333,0.9599966663333,4000,42
Strawberry,cpu,3.5890666250052163,0.9756756756756756,0.9737172353372956,0.9757726281676746,4000,42
HandOutlines,mps,274.42078849999234,0.9486486486486486,0.9431574691732364,0.9481234053944788,5000,42
FordB,mps,69.95615270800772,0.8197530864197531,0.8196431294799451,0.8196871122558683,5000,42
NonInvasiveFetalECGThorax1,mps,93.90620170801412,0.9399491094147584,0.9352545461841888,0.938385367555758,5000,42
Rock,mps,13.13088749999588,0.92,0.9193970503181028,0.9202955465587044,5000,42
HouseTwenty,mps,9.733741042000474,0.9495798319327732,0.9482608695652174,0.9495798319327732,5000,42
PigArtPressure,mps,25.674803999994765,0.9855769230769232,0.9848595848595848,0.9848595848595848,5000,42
Chinatown,mps,0.1388211669982411,0.9825072886297376,0.9784385214986172,0.9826711316014606,5000,42
SonyAIBORobotSurface1,mps,0.771059292004793,0.9201331114808652,0.919829253651704,0.9205273054213986,5000,42
SmoothSubspace,mps,0.0243151250033406,0.96,0.9599966663333,0.9599966663333,5000,42
ItalyPowerDemand,mps,0.1394969999964814,0.967930029154519,0.9679295445422992,0.967929908001464,5000,42
SmoothSubspace,mps,0.0223972919920925,0.96,0.9599966663333,0.9599966663333,5000,42
Strawberry,mps,4.9970900420012185,0.9756756756756756,0.9737172353372956,0.9757726281676746,5000,42
HandOutlines,cpu,40.55964933299401,0.9486486486486486,0.9431574691732364,0.9481234053944788,5000,42
FordB,cpu,31.494446666998556,0.8197530864197531,0.8196431294799451,0.8196871122558683,5000,42
NonInvasiveFetalECGThorax1,cpu,27.49472741599311,0.9399491094147584,0.9352545461841888,0.938385367555758,5000,42
Rock,cpu,2.1805545829993207,0.92,0.9193970503181028,0.9202955465587044,5000,42
HouseTwenty,cpu,3.332665499998257,0.9495798319327732,0.9482608695652174,0.9495798319327732,5000,42
PigArtPressure,cpu,6.090382374997716,0.9855769230769232,0.9848595848595848,0.9848595848595848,5000,42
Chinatown,cpu,0.1172811669966904,0.9825072886297376,0.9784385214986172,0.9826711316014606,5000,42
SonyAIBORobotSurface1,cpu,0.8200244159961585,0.9201331114808652,0.919829253651704,0.9205273054213986,5000,42
SmoothSubspace,cpu,0.0579913749970728,0.96,0.9599966663333,0.9599966663333,5000,42
ItalyPowerDemand,cpu,0.4692826660029823,0.967930029154519,0.9679295445422992,0.967929908001464,5000,42
SmoothSubspace,cpu,0.0827170409902464,0.96,0.9599966663333,0.9599966663333,5000,42
Strawberry,cpu,3.6869613339949865,0.9756756756756756,0.9737172353372956,0.9757726281676746,5000,42
HandOutlines,mps,310.5946541669982,0.9486486486486486,0.9431574691732364,0.9481234053944788,6000,42
FordB,mps,69.54337312500866,0.8197530864197531,0.8196431294799451,0.8196871122558683,6000,42
NonInvasiveFetalECGThorax1,mps,92.84331158299756,0.9399491094147584,0.9352545461841888,0.938385367555758,6000,42
Rock,mps,14.977135749999434,0.92,0.9193970503181028,0.9202955465587044,6000,42
HouseTwenty,mps,13.470384707994526,0.9495798319327732,0.9482608695652174,0.9495798319327732,6000,42
PigArtPressure,mps,33.202795499993954,0.9855769230769232,0.9848595848595848,0.9848595848595848,6000,42
Chinatown,mps,0.1301661249890457,0.9825072886297376,0.9784385214986172,0.9826711316014606,6000,42
SonyAIBORobotSurface1,mps,0.8924410840118071,0.9201331114808652,0.919829253651704,0.9205273054213986,6000,42
SmoothSubspace,mps,0.02325870799541,0.96,0.9599966663333,0.9599966663333,6000,42
ItalyPowerDemand,mps,0.120818582989159,0.967930029154519,0.9679295445422992,0.967929908001464,6000,42
SmoothSubspace,mps,0.020014458001242,0.96,0.9599966663333,0.9599966663333,6000,42
Strawberry,mps,4.955521166004473,0.9756756756756756,0.9737172353372956,0.9757726281676746,6000,42
HandOutlines,cpu,41.40459316599299,0.9486486486486486,0.9431574691732364,0.9481234053944788,6000,42
FordB,cpu,31.53804954099178,0.8197530864197531,0.8196431294799451,0.8196871122558683,6000,42
NonInvasiveFetalECGThorax1,cpu,29.209572374995332,0.9399491094147584,0.9352545461841888,0.938385367555758,6000,42
Rock,cpu,2.0997937909996836,0.92,0.9193970503181028,0.9202955465587044,6000,42
HouseTwenty,cpu,3.6568915829993784,0.9495798319327732,0.9482608695652174,0.9495798319327732,6000,42
PigArtPressure,cpu,5.900908582989359,0.9855769230769232,0.9848595848595848,0.9848595848595848,6000,42
Chinatown,cpu,0.125385000006645,0.9825072886297376,0.9784385214986172,0.9826711316014606,6000,42
SonyAIBORobotSurface1,cpu,0.9903197500098032,0.9201331114808652,0.919829253651704,0.9205273054213986,6000,42
SmoothSubspace,cpu,0.0659019169979728,0.96,0.9599966663333,0.9599966663333,6000,42
ItalyPowerDemand,cpu,0.4445876669924473,0.967930029154519,0.9679295445422992,0.967929908001464,6000,42
SmoothSubspace,cpu,0.0674232500023208,0.96,0.9599966663333,0.9599966663333,6000,42
Strawberry,cpu,3.5627400840021437,0.9756756756756756,0.9737172353372956,0.9757726281676746,6000,42
HandOutlines,mps,312.87325354199857,0.9486486486486486,0.9431574691732364,0.9481234053944788,7000,42
FordB,mps,68.69192620800459,0.8197530864197531,0.8196431294799451,0.8196871122558683,7000,42
NonInvasiveFetalECGThorax1,mps,92.62822433300607,0.9399491094147584,0.9352545461841888,0.938385367555758,7000,42
Rock,mps,15.34685470900149,0.92,0.9193970503181028,0.9202955465587044,7000,42
HouseTwenty,mps,13.48155070799112,0.9495798319327732,0.9482608695652174,0.9495798319327732,7000,42
PigArtPressure,mps,33.75319674999628,0.9855769230769232,0.9848595848595848,0.9848595848595848,7000,42
Chinatown,mps,0.2470121660007862,0.9825072886297376,0.9784385214986172,0.9826711316014606,7000,42
SonyAIBORobotSurface1,mps,0.6250806249881862,0.9201331114808652,0.919829253651704,0.9205273054213986,7000,42
SmoothSubspace,mps,0.0281124169996473,0.96,0.9599966663333,0.9599966663333,7000,42
ItalyPowerDemand,mps,0.1125626660068519,0.967930029154519,0.9679295445422992,0.967929908001464,7000,42
SmoothSubspace,mps,0.0187304579885676,0.96,0.9599966663333,0.9599966663333,7000,42
Strawberry,mps,4.507113874991774,0.9756756756756756,0.9737172353372956,0.9757726281676746,7000,42
HandOutlines,cpu,35.97369912501017,0.9486486486486486,0.9431574691732364,0.9481234053944788,7000,42
FordB,cpu,30.938786833998165,0.8197530864197531,0.8196431294799451,0.8196871122558683,7000,42
NonInvasiveFetalECGThorax1,cpu,25.65657066598942,0.9399491094147584,0.9352545461841888,0.938385367555758,7000,42
Rock,cpu,2.072939374993439,0.92,0.9193970503181028,0.9202955465587044,7000,42
HouseTwenty,cpu,3.267247166004381,0.9495798319327732,0.9482608695652174,0.9495798319327732,7000,42
PigArtPressure,cpu,5.540443208010402,0.9855769230769232,0.9848595848595848,0.9848595848595848,7000,42
Chinatown,cpu,0.148534167004982,0.9825072886297376,0.9784385214986172,0.9826711316014606,7000,42
SonyAIBORobotSurface1,cpu,1.047961292002583,0.9201331114808652,0.919829253651704,0.9205273054213986,7000,42
SmoothSubspace,cpu,0.0725227500079199,0.96,0.9599966663333,0.9599966663333,7000,42
ItalyPowerDemand,cpu,0.6263707920006709,0.967930029154519,0.9679295445422992,0.967929908001464,7000,42
SmoothSubspace,cpu,0.0637159170000813,0.96,0.9599966663333,0.9599966663333,7000,42
Strawberry,cpu,3.5568748749938095,0.9756756756756756,0.9737172353372956,0.9757726281676746,7000,42
HandOutlines,mps,278.3115550829971,0.9486486486486486,0.9431574691732364,0.9481234053944788,8000,42
FordB,mps,62.431876415997976,0.8197530864197531,0.8196431294799451,0.8196871122558683,8000,42
NonInvasiveFetalECGThorax1,mps,85.37388262499007,0.9399491094147584,0.9352545461841888,0.938385367555758,8000,42
Rock,mps,12.944770667003468,0.92,0.9193970503181028,0.9202955465587044,8000,42
HouseTwenty,mps,12.433556874995702,0.9495798319327732,0.9482608695652174,0.9495798319327732,8000,42
PigArtPressure,mps,28.56028179200075,0.9855769230769232,0.9848595848595848,0.9848595848595848,8000,42
Chinatown,mps,0.0519549169985111,0.9825072886297376,0.9784385214986172,0.9826711316014606,8000,42
SonyAIBORobotSurface1,mps,0.6441810830001486,0.9201331114808652,0.919829253651704,0.9205273054213986,8000,42
SmoothSubspace,mps,0.0253028330043889,0.96,0.9599966663333,0.9599966663333,8000,42
ItalyPowerDemand,mps,0.11029504200269,0.967930029154519,0.9679295445422992,0.967929908001464,8000,42
SmoothSubspace,mps,0.0182095829950412,0.96,0.9599966663333,0.9599966663333,8000,42
Strawberry,mps,4.367332041991176,0.9756756756756756,0.9737172353372956,0.9757726281676746,8000,42
HandOutlines,cpu,36.292541833012365,0.9486486486486486,0.9431574691732364,0.9481234053944788,8000,42
FordB,cpu,49.79505508299917,0.8197530864197531,0.8196431294799451,0.8196871122558683,8000,42
NonInvasiveFetalECGThorax1,cpu,25.51479020899569,0.9399491094147584,0.9352545461841888,0.938385367555758,8000,42
Rock,cpu,2.2566622919985093,0.92,0.9193970503181028,0.9202955465587044,8000,42
HouseTwenty,cpu,3.5101243750104913,0.9495798319327732,0.9482608695652174,0.9495798319327732,8000,42
PigArtPressure,cpu,5.908438833997934,0.9855769230769232,0.9848595848595848,0.9848595848595848,8000,42
Chinatown,cpu,0.1475177500105928,0.9825072886297376,0.9784385214986172,0.9826711316014606,8000,42
SonyAIBORobotSurface1,cpu,0.7535819159966195,0.9201331114808652,0.919829253651704,0.9205273054213986,8000,42
SmoothSubspace,cpu,0.05913983299979,0.96,0.9599966663333,0.9599966663333,8000,42
ItalyPowerDemand,cpu,0.413368374996935,0.967930029154519,0.9679295445422992,0.967929908001464,8000,42
SmoothSubspace,cpu,0.057861833993229,0.96,0.9599966663333,0.9599966663333,8000,42
Strawberry,cpu,3.146552167003392,0.9756756756756756,0.9737172353372956,0.9757726281676746,8000,42
HandOutlines,mps,262.22301108301326,0.9486486486486486,0.9431574691732364,0.9481234053944788,9000,42
FordB,mps,98.96000424999512,0.8197530864197531,0.8196431294799451,0.8196871122558683,9000,42
NonInvasiveFetalECGThorax1,mps,137.8669109170005,0.9399491094147584,0.9352545461841888,0.938385367555758,9000,42
Rock,mps,18.029710749993683,0.92,0.9193970503181028,0.9202955465587044,9000,42
HouseTwenty,mps,11.760141334001672,0.9495798319327732,0.9482608695652174,0.9495798319327732,9000,42
PigArtPressure,mps,28.98508133299765,0.9855769230769232,0.9848595848595848,0.9848595848595848,9000,42
Chinatown,mps,0.0502207920071668,0.9825072886297376,0.9784385214986172,0.9826711316014606,9000,42
SonyAIBORobotSurface1,mps,0.7355528329935623,0.9201331114808652,0.919829253651704,0.9205273054213986,9000,42
SmoothSubspace,mps,0.0292873750004218,0.96,0.9599966663333,0.9599966663333,9000,42
ItalyPowerDemand,mps,0.1377647500048624,0.967930029154519,0.9679295445422992,0.967929908001464,9000,42
SmoothSubspace,mps,0.0193633750022854,0.96,0.9599966663333,0.9599966663333,9000,42
Strawberry,mps,7.633191457993235,0.9756756756756756,0.9737172353372956,0.9757726281676746,9000,42
HandOutlines,cpu,36.28333087499777,0.9486486486486486,0.9431574691732364,0.9481234053944788,9000,42
FordB,cpu,46.14524874999188,0.8197530864197531,0.8196431294799451,0.8196871122558683,9000,42
NonInvasiveFetalECGThorax1,cpu,25.95436754099501,0.9399491094147584,0.9352545461841888,0.938385367555758,9000,42
Rock,cpu,2.0637111670075683,0.92,0.9193970503181028,0.9202955465587044,9000,42
HouseTwenty,cpu,3.3828064590052236,0.9495798319327732,0.9482608695652174,0.9495798319327732,9000,42
PigArtPressure,cpu,5.414756957994541,0.9855769230769232,0.9848595848595848,0.9848595848595848,9000,42
Chinatown,cpu,0.1399682909977855,0.9825072886297376,0.9784385214986172,0.9826711316014606,9000,42
SonyAIBORobotSurface1,cpu,0.7947317080106586,0.9201331114808652,0.919829253651704,0.9205273054213986,9000,42
SmoothSubspace,cpu,0.0572989999927813,0.96,0.9599966663333,0.9599966663333,9000,42
ItalyPowerDemand,cpu,0.420859207995818,0.967930029154519,0.9679295445422992,0.967929908001464,9000,42
SmoothSubspace,cpu,0.0568507499992847,0.96,0.9599966663333,0.9599966663333,9000,42
Strawberry,cpu,3.385001959002693,0.9756756756756756,0.9737172353372956,0.9757726281676746,9000,42
HandOutlines,mps,265.8613954169996,0.9486486486486486,0.9431574691732364,0.9481234053944788,10000,42
FordB,mps,99.04167904199858,0.8197530864197531,0.8196431294799451,0.8196871122558683,10000,42
NonInvasiveFetalECGThorax1,mps,138.51795683299133,0.9399491094147584,0.9352545461841888,0.938385367555758,10000,42
Rock,mps,18.25098558398895,0.92,0.9193970503181028,0.9202955465587044,10000,42
HouseTwenty,mps,18.874569291001535,0.9495798319327732,0.9482608695652174,0.9495798319327732,10000,42
PigArtPressure,mps,42.39864600000146,0.9855769230769232,0.9848595848595848,0.9848595848595848,10000,42
Chinatown,mps,0.0511177919979672,0.9825072886297376,0.9784385214986172,0.9826711316014606,10000,42
SonyAIBORobotSurface1,mps,0.646789666992845,0.9201331114808652,0.919829253651704,0.9205273054213986,10000,42
SmoothSubspace,mps,0.0269423749996349,0.96,0.9599966663333,0.9599966663333,10000,42
ItalyPowerDemand,mps,0.1131261660048039,0.967930029154519,0.9679295445422992,0.967929908001464,10000,42
SmoothSubspace,mps,0.0178188749996479,0.96,0.9599966663333,0.9599966663333,10000,42
Strawberry,mps,7.392054500000086,0.9756756756756756,0.9737172353372956,0.9757726281676746,10000,42
HandOutlines,cpu,36.27556654199725,0.9486486486486486,0.9431574691732364,0.9481234053944788,10000,42
FordB,cpu,46.04271083298954,0.8197530864197531,0.8196431294799451,0.8196871122558683,10000,42
NonInvasiveFetalECGThorax1,cpu,25.76143325000885,0.9399491094147584,0.9352545461841888,0.938385367555758,10000,42
Rock,cpu,2.097915375008597,0.92,0.9193970503181028,0.9202955465587044,10000,42
HouseTwenty,cpu,3.4198792500101263,0.9495798319327732,0.9482608695652174,0.9495798319327732,10000,42
PigArtPressure,cpu,5.5142883749940665,0.9855769230769232,0.9848595848595848,0.9848595848595848,10000,42
Chinatown,cpu,0.1397171249991515,0.9825072886297376,0.9784385214986172,0.9826711316014606,10000,42
SonyAIBORobotSurface1,cpu,0.7596502079977654,0.9201331114808652,0.919829253651704,0.9205273054213986,10000,42
SmoothSubspace,cpu,0.0563925830065272,0.96,0.9599966663333,0.9599966663333,10000,42
ItalyPowerDemand,cpu,0.418948165999609,0.967930029154519,0.9679295445422992,0.967929908001464,10000,42
SmoothSubspace,cpu,0.057224041011068,0.96,0.9599966663333,0.9599966663333,10000,42
Strawberry,cpu,3.5943330000009155,0.9756756756756756,0.9737172353372956,0.9757726281676746,10000,42
HandOutlines,mps,358.53551258399966,0.9486486486486486,0.9431574691732364,0.9481234053944788,11000,42
FordB,mps,98.9961340000009,0.8197530864197531,0.8196431294799451,0.8196871122558683,11000,42
NonInvasiveFetalECGThorax1,mps,136.8675533330097,0.9399491094147584,0.9352545461841888,0.938385367555758,11000,42
Rock,mps,18.20238479200634,0.92,0.9193970503181028,0.9202955465587044,11000,42
HouseTwenty,mps,18.88689824999892,0.9495798319327732,0.9482608695652174,0.9495798319327732,11000,42
PigArtPressure,mps,42.82546545799414,0.9855769230769232,0.9848595848595848,0.9848595848595848,11000,42
Chinatown,mps,0.0540416669973637,0.9825072886297376,0.9784385214986172,0.9826711316014606,11000,42
SonyAIBORobotSurface1,mps,0.7439942089986289,0.9201331114808652,0.919829253651704,0.9205273054213986,11000,42
SmoothSubspace,mps,0.0239413329982198,0.96,0.9599966663333,0.9599966663333,11000,42
ItalyPowerDemand,mps,0.1210550830001011,0.967930029154519,0.9679295445422992,0.967929908001464,11000,42
SmoothSubspace,mps,0.0196302499971352,0.96,0.9599966663333,0.9599966663333,11000,42
Strawberry,mps,8.596533957999782,0.9756756756756756,0.9737172353372956,0.9757726281676746,11000,42
HandOutlines,cpu,37.60763895900163,0.9486486486486486,0.9431574691732364,0.9481234053944788,11000,42
FordB,cpu,45.90750612500415,0.8197530864197531,0.8196431294799451,0.8196871122558683,11000,42
NonInvasiveFetalECGThorax1,cpu,25.924397875001887,0.9399491094147584,0.9352545461841888,0.938385367555758,11000,42
Rock,cpu,2.076935582997976,0.92,0.9193970503181028,0.9202955465587044,11000,42
HouseTwenty,cpu,3.2497177079931134,0.9495798319327732,0.9482608695652174,0.9495798319327732,11000,42
PigArtPressure,cpu,5.53542987498804,0.9855769230769232,0.9848595848595848,0.9848595848595848,11000,42
Chinatown,cpu,0.1403970829996979,0.9825072886297376,0.9784385214986172,0.9826711316014606,11000,42
SonyAIBORobotSurface1,cpu,0.7748615000018617,0.9201331114808652,0.919829253651704,0.9205273054213986,11000,42
SmoothSubspace,cpu,0.0572932079958263,0.96,0.9599966663333,0.9599966663333,11000,42
ItalyPowerDemand,cpu,0.4278539999941131,0.967930029154519,0.9679295445422992,0.967929908001464,11000,42
SmoothSubspace,cpu,0.0570703749981476,0.96,0.9599966663333,0.9599966663333,11000,42
Strawberry,cpu,3.214568249997683,0.9756756756756756,0.9737172353372956,0.9757726281676746,11000,42
HandOutlines,mps,357.4426614999975,0.9486486486486486,0.9431574691732364,0.9481234053944788,12000,42
FordB,mps,99.28826954100803,0.8197530864197531,0.8196431294799451,0.8196871122558683,12000,42
NonInvasiveFetalECGThorax1,mps,136.6750670409965,0.9399491094147584,0.9352545461841888,0.938385367555758,12000,42
Rock,mps,17.97981275001075,0.92,0.9193970503181028,0.9202955465587044,12000,42
HouseTwenty,mps,18.78717662498821,0.9495798319327732,0.9482608695652174,0.9495798319327732,12000,42
PigArtPressure,mps,42.95259350001288,0.9855769230769232,0.9848595848595848,0.9848595848595848,12000,42
Chinatown,mps,0.0596403329982422,0.9825072886297376,0.9784385214986172,0.9826711316014606,12000,42
SonyAIBORobotSurface1,mps,0.6745261250034673,0.9201331114808652,0.919829253651704,0.9205273054213986,12000,42
SmoothSubspace,mps,0.0225028749991906,0.96,0.9599966663333,0.9599966663333,12000,42
ItalyPowerDemand,mps,0.1116475839953636,0.967930029154519,0.9679295445422992,0.967929908001464,12000,42
SmoothSubspace,mps,0.0184080830076709,0.96,0.9599966663333,0.9599966663333,12000,42
